age,two_year_recid,priors_count,length_of_stay,race,unrelated_column_one,unrelated_column_two,c_charge_degree_F,c_charge_degree_M,sex_Female,sex_Male,y
21,0,0,0,1,0,0,1,0,0,1,1
21,0,0,1,1,1,0,0,1,1,0,1
23,1,4,11,1,0,1,0,1,0,1,0
44,0,6,-1,0,1,0,1,0,0,1,1
54,0,2,39,0,1,1,0,1,0,1,1
29,1,10,0,1,0,1,1,0,0,1,1
31,0,15,104,1,1,0,1,0,0,1,0
26,0,2,8,1,0,1,1,0,0,1,1
25,1,0,0,0,1,0,1,0,0,1,1
26,0,0,-1,1,0,0,0,1,1,0,1
36,0,12,13,0,1,0,1,0,0,1,1
49,0,0,0,1,1,1,1,0,0,1,1
51,0,1,1,0,1,0,0,1,0,1,1
43,1,2,4,0,0,0,0,1,0,1,1
21,1,1,0,1,0,0,1,0,0,1,0
24,1,0,15,1,0,0,0,1,0,1,0
23,0,1,-1,1,1,1,0,1,1,0,1
22,0,1,0,0,0,1,1,0,1,0,1
26,0,3,1,1,0,0,1,0,0,1,1
37,1,2,1,0,0,0,1,0,1,0,0
21,0,1,108,1,0,1,1,0,0,1,0
30,1,14,64,1,1,0,1,0,0,1,0
46,0,0,0,0,1,1,1,0,1,0,1
36,0,0,0,0,1,0,1,0,0,1,1
51,0,2,1,1,0,0,0,1,0,1,1
37,1,3,0,1,1,0,0,1,0,1,1
28,1,7,6,0,1,1,1,0,1,0,1
51,0,4,1,1,1,1,1,0,0,1,1
33,1,0,0,0,1,1,1,0,0,1,0
29,1,3,0,1,0,1,1,0,0,1,1
58,0,0,1,1,1,1,0,1,0,1,1
20,1,2,58,1,1,1,1,0,0,1,1
46,0,1,0,0,0,0,1,0,0,1,1
23,0,0,12,1,1,1,0,1,0,1,1
27,0,0,0,0,1,0,0,1,1,0,1
26,1,1,29,1,0,1,0,1,0,1,1
45,1,6,241,0,0,1,1,0,0,1,1
24,1,0,0,1,0,1,1,0,0,1,1
25,0,2,26,1,1,1,1,0,0,1,1
27,0,5,1,0,1,0,0,1,0,1,0
24,1,0,0,1,0,1,1,0,1,0,1
33,1,0,0,1,0,1,1,0,0,1,1
49,1,0,1,0,0,1,1,0,0,1,1
45,0,1,128,0,1,1,1,0,0,1,1
51,0,0,35,0,0,1,1,0,0,1,1
40,0,0,22,0,0,0,1,0,0,1,1
30,1,19,9,1,0,1,1,0,0,1,0
29,0,2,3,0,0,0,1,0,0,1,1
26,1,7,2,1,0,1,1,0,0,1,0
28,1,0,2,0,1,1,0,1,0,1,1
51,0,0,-1,0,1,0,0,1,0,1,1
23,0,1,2,1,1,0,1,0,0,1,1
49,0,4,35,1,1,1,0,1,0,1,1
35,0,0,0,1,1,1,1,0,0,1,1
27,1,1,21,0,1,0,0,1,0,1,1
22,1,5,19,1,1,0,1,0,0,1,0
29,0,7,2,1,0,0,1,0,0,1,1
23,0,2,0,0,0,1,1,0,0,1,1
20,1,0,0,0,1,0,0,1,0,1,0
24,0,0,0,0,1,1,1,0,1,0,1
36,0,1,95,0,1,0,1,0,0,1,1
25,1,1,3,0,0,1,0,1,0,1,1
22,1,0,10,0,0,0,1,0,0,1,1
33,0,3,1,1,1,0,0,1,1,0,1
60,0,3,0,1,1,1,0,1,0,1,1
22,1,1,6,1,1,1,1,0,0,1,1
26,0,1,1,1,1,1,1,0,1,0,1
46,1,17,6,1,1,1,1,0,0,1,0
30,0,0,10,0,1,0,1,0,0,1,1
41,1,13,0,1,0,0,1,0,0,1,0
58,1,5,1,0,0,0,1,0,0,1,1
47,0,0,0,0,1,0,1,0,1,0,1
57,1,14,19,0,1,0,1,0,0,1,1
46,0,7,18,1,1,0,0,1,1,0,0
27,1,7,34,1,0,1,1,0,0,1,0
28,0,1,1,0,1,1,0,1,1,0,1
25,1,4,31,1,1,0,1,0,0,1,1
52,0,1,0,1,0,0,1,0,0,1,1
31,0,0,81,0,0,0,1,0,0,1,1
23,1,0,14,1,0,0,1,0,0,1,0
33,0,2,258,1,0,1,1,0,0,1,1
23,0,0,1,1,1,0,1,0,0,1,1
44,1,0,21,0,0,0,1,0,0,1,1
22,0,0,1,0,1,1,1,0,0,1,1
42,0,1,1,1,1,0,1,0,0,1,1
46,0,0,78,0,1,1,1,0,0,1,1
31,0,3,0,1,1,0,1,0,0,1,1
26,0,0,0,1,1,1,1,0,0,1,0
33,1,0,0,0,0,0,1,0,0,1,1
48,0,0,1,0,0,1,1,0,1,0,1
26,0,0,0,0,1,0,0,1,0,1,1
53,1,8,5,1,1,1,1,0,0,1,1
52,0,0,0,1,1,1,1,0,1,0,1
22,1,3,319,1,1,0,1,0,0,1,0
35,0,0,1,1,1,1,1,0,0,1,0
29,1,7,1,1,1,0,1,0,0,1,1
55,1,3,69,1,1,0,0,1,0,1,1
26,0,6,1,1,1,1,1,0,0,1,1
41,1,1,2,0,0,0,0,1,0,1,1
30,0,0,0,0,0,1,0,1,0,1,1
70,0,1,1,1,1,1,1,0,1,0,1
27,0,0,43,0,0,0,1,0,0,1,1
38,0,0,25,0,0,1,1,0,1,0,1
21,0,2,27,0,1,1,0,1,0,1,0
33,0,0,1,0,0,1,0,1,0,1,1
32,0,2,0,0,0,0,1,0,0,1,1
35,1,2,34,0,0,1,0,1,0,1,1
24,0,2,0,0,1,0,0,1,0,1,1
67,0,0,0,0,0,1,1,0,0,1,1
33,1,3,7,1,1,0,1,0,0,1,1
63,0,2,1,1,0,0,0,1,0,1,1
25,1,4,33,0,1,0,1,0,0,1,0
24,0,0,1,1,1,0,0,1,0,1,1
47,1,13,0,1,1,0,1,0,0,1,1
25,1,8,0,1,0,1,1,0,0,1,0
38,0,12,0,0,1,0,1,0,0,1,1
28,0,5,2,1,1,0,0,1,1,0,0
31,0,0,1,0,0,0,1,0,0,1,1
35,0,0,0,0,0,0,1,0,0,1,1
54,0,3,0,0,1,0,1,0,0,1,1
71,0,8,24,1,0,1,1,0,0,1,1
49,0,1,5,1,1,1,1,0,0,1,1
25,0,0,2,1,0,1,1,0,0,1,1
46,0,1,29,0,1,1,1,0,1,0,1
48,0,4,1,0,1,1,1,0,0,1,1
24,0,7,1,1,0,0,0,1,0,1,0
33,1,0,0,0,0,0,0,1,1,0,1
28,1,6,30,0,0,1,0,1,1,0,0
37,1,0,35,0,0,1,1,0,0,1,1
52,1,16,0,1,0,0,1,0,0,1,0
41,1,0,1,0,1,0,1,0,0,1,1
24,0,0,0,0,0,0,0,1,1,0,1
37,0,3,0,1,0,0,0,1,0,1,1
60,0,0,2,1,0,1,1,0,0,1,1
31,1,11,0,1,1,0,1,0,0,1,1
48,0,0,1,0,1,1,0,1,0,1,1
60,0,4,6,0,1,0,1,0,0,1,1
36,1,2,-1,1,0,0,1,0,0,1,1
63,1,0,3,0,1,0,0,1,0,1,1
34,0,0,0,0,1,1,1,0,0,1,1
25,1,0,0,0,0,0,0,1,0,1,1
23,1,1,22,1,1,0,1,0,0,1,1
38,1,0,0,1,0,1,1,0,0,1,1
61,0,5,12,1,0,1,1,0,0,1,1
32,0,3,1,1,1,1,0,1,1,0,1
52,0,1,3,0,0,0,1,0,0,1,1
20,0,0,0,0,1,1,0,1,0,1,1
47,1,21,21,1,0,1,0,1,1,0,0
47,0,3,0,0,0,1,1,0,0,1,1
42,0,16,24,1,1,0,1,0,1,0,1
30,1,2,0,0,0,0,0,1,0,1,1
29,0,0,0,0,1,1,0,1,1,0,1
24,1,1,0,1,1,1,1,0,0,1,1
50,0,8,11,0,1,0,1,0,0,1,1
65,0,0,0,1,0,0,1,0,1,0,1
42,1,2,0,0,0,1,1,0,0,1,1
39,0,1,29,0,1,0,1,0,0,1,1
23,1,3,3,0,0,1,1,0,0,1,1
20,1,0,1,1,1,0,1,0,0,1,1
23,0,2,0,1,0,0,1,0,0,1,1
31,1,0,1,1,0,0,1,0,0,1,0
55,0,0,1,0,1,0,0,1,1,0,1
28,1,7,1,1,1,0,1,0,0,1,0
36,0,1,0,1,1,0,0,1,1,0,1
21,0,0,28,0,1,0,1,0,0,1,1
24,0,1,33,1,1,1,1,0,0,1,1
26,1,8,1,1,0,0,1,0,0,1,1
35,1,0,1,1,0,1,0,1,0,1,0
25,0,1,266,0,0,1,1,0,0,1,1
47,0,2,1,0,0,0,0,1,0,1,1
23,0,6,34,0,1,1,0,1,0,1,0
41,0,0,0,0,1,1,0,1,0,1,1
21,1,1,59,1,1,0,1,0,0,1,0
50,0,1,0,1,0,0,1,0,0,1,1
24,1,0,0,1,0,0,1,0,1,0,1
47,1,28,33,0,0,0,1,0,0,1,0
55,0,1,0,1,0,0,1,0,0,1,1
43,0,0,0,0,0,1,0,1,0,1,1
26,1,8,14,1,0,0,1,0,0,1,0
62,0,0,3,0,1,0,1,0,0,1,1
45,0,8,1,0,1,1,1,0,0,1,1
31,1,0,0,0,1,0,0,1,0,1,1
57,1,1,25,1,1,0,1,0,0,1,1
49,1,10,9,1,0,0,1,0,0,1,1
35,1,5,2,0,0,0,0,1,0,1,1
41,0,0,3,1,1,1,0,1,0,1,1
22,1,0,0,0,0,0,0,1,0,1,1
32,0,9,56,1,0,0,1,0,0,1,0
52,0,2,1,0,1,1,0,1,0,1,1
47,0,3,63,0,0,1,0,1,0,1,1
29,1,5,2,1,0,0,1,0,0,1,1
48,0,0,-1,0,0,1,0,1,0,1,1
35,0,5,0,0,1,1,1,0,0,1,1
20,1,0,0,0,1,0,1,0,0,1,1
25,0,7,18,1,1,1,1,0,0,1,1
58,0,2,1,0,0,1,0,1,1,0,1
21,0,0,0,0,1,0,0,1,0,1,1
21,1,4,219,1,0,1,1,0,0,1,0
30,1,9,4,0,1,1,1,0,1,0,1
67,0,0,0,0,1,1,0,1,0,1,1
22,1,12,35,1,1,0,1,0,0,1,0
40,0,1,1,1,0,1,1,0,0,1,1
29,0,5,1,1,0,1,1,0,1,0,1
65,0,1,-1,0,1,0,1,0,1,0,1
40,0,2,3,0,0,0,0,1,1,0,1
32,0,1,15,0,0,0,1,0,0,1,1
22,0,1,0,0,1,1,1,0,0,1,1
33,0,2,1,1,0,0,0,1,0,1,1
56,0,1,2,0,0,0,0,1,0,1,1
43,0,0,0,0,0,0,1,0,1,0,1
29,1,11,34,0,1,1,1,0,1,0,0
27,1,0,-1,0,0,0,0,1,0,1,1
50,0,1,1,0,1,1,1,0,0,1,1
30,1,10,7,1,1,1,1,0,0,1,1
23,1,0,0,0,0,1,0,1,0,1,1
36,0,0,3,0,0,0,1,0,0,1,1
64,0,0,108,0,0,0,1,0,0,1,1
37,1,26,1,1,0,0,1,0,0,1,0
28,0,11,26,1,0,1,1,0,0,1,0
23,0,0,0,1,0,0,0,1,1,0,1
30,0,0,56,0,1,1,0,1,0,1,1
36,0,0,0,1,1,0,0,1,1,0,1
34,1,21,33,1,1,0,1,0,0,1,0
30,1,1,0,0,0,1,1,0,0,1,1
30,0,0,0,0,0,0,0,1,0,1,1
51,0,4,0,0,0,1,0,1,0,1,1
49,1,7,3,0,1,0,1,0,0,1,1
21,0,2,2,0,0,1,1,0,0,1,1
22,1,0,9,0,1,1,0,1,0,1,1
31,0,0,-1,1,1,0,1,0,1,0,1
38,1,5,3,0,1,0,1,0,0,1,1
25,1,15,2,1,0,0,1,0,0,1,0
31,1,2,1,0,1,0,1,0,1,0,1
52,0,6,6,0,0,0,1,0,1,0,1
25,0,5,10,0,0,0,0,1,0,1,0
80,0,0,0,0,1,0,0,1,0,1,1
27,0,1,0,1,1,1,1,0,0,1,1
56,0,0,3,1,0,0,0,1,1,0,1
29,0,0,1,1,0,0,0,1,0,1,1
36,0,1,-1,1,1,1,0,1,1,0,1
22,0,4,0,1,0,0,0,1,0,1,1
22,0,1,0,1,0,1,1,0,0,1,1
24,1,2,14,1,1,1,0,1,1,0,1
51,0,3,-1,1,0,1,1,0,0,1,1
21,0,0,0,0,1,0,1,0,0,1,1
24,1,1,0,1,0,1,1,0,0,1,1
30,1,0,0,0,0,0,0,1,0,1,1
38,1,19,0,1,0,0,1,0,0,1,0
58,1,7,185,0,1,0,1,0,0,1,1
50,0,0,2,0,0,1,1,0,0,1,1
29,0,0,0,1,1,0,0,1,0,1,1
21,1,1,2,1,0,1,1,0,0,1,0
24,0,0,1,1,1,0,1,0,0,1,0
33,0,1,84,0,1,1,1,0,1,0,1
39,0,0,0,0,0,1,0,1,1,0,1
60,1,0,1,0,1,1,1,0,1,0,1
51,0,4,7,1,1,0,0,1,0,1,1
38,0,1,1,0,0,0,0,1,1,0,1
57,1,28,2,1,1,1,1,0,0,1,0
26,1,0,0,0,1,0,1,0,0,1,1
20,1,1,0,1,0,1,0,1,0,1,1
32,1,4,0,0,0,1,1,0,0,1,0
29,1,9,1,1,1,1,1,0,0,1,1
27,0,2,20,1,0,1,1,0,0,1,1
26,0,2,-1,1,1,1,0,1,0,1,1
22,0,0,0,1,1,0,1,0,0,1,0
22,0,3,2,0,1,0,1,0,0,1,1
31,0,5,6,1,1,0,1,0,0,1,1
51,0,3,16,0,0,0,1,0,0,1,1
30,1,14,5,1,0,1,1,0,1,0,0
28,1,2,1,0,1,0,0,1,0,1,1
35,1,3,0,1,1,0,0,1,1,0,1
23,1,2,0,1,0,1,1,0,0,1,1
22,0,1,11,0,1,0,1,0,0,1,1
30,1,4,15,1,0,0,0,1,0,1,0
25,1,2,0,1,0,1,0,1,0,1,1
35,0,3,0,0,0,0,1,0,1,0,1
47,0,1,1,0,0,1,1,0,0,1,1
37,0,0,1,1,0,1,0,1,0,1,1
29,1,0,0,0,1,1,0,1,0,1,1
27,0,0,1,1,0,0,0,1,0,1,1
67,0,3,1,0,1,1,1,0,0,1,1
48,1,9,3,1,1,1,1,0,0,1,1
24,1,0,1,1,0,1,1,0,0,1,1
68,0,4,11,0,0,1,0,1,0,1,1
57,0,0,0,0,1,0,1,0,0,1,1
25,1,9,87,0,0,0,1,0,0,1,0
53,0,2,0,1,0,1,1,0,0,1,1
27,1,1,28,0,0,0,0,1,0,1,1
52,1,2,33,1,1,1,1,0,0,1,0
23,1,2,1,1,1,1,1,0,0,1,1
21,1,1,1,1,1,0,1,0,0,1,0
29,0,0,42,1,1,0,0,1,0,1,1
57,1,0,1,0,1,1,0,1,1,0,1
29,0,0,13,0,1,0,1,0,0,1,1
24,0,0,0,1,0,0,1,0,1,0,1
24,1,9,3,1,1,1,0,1,0,1,0
23,0,1,0,1,1,1,1,0,0,1,1
23,1,0,0,1,1,1,1,0,0,1,1
27,0,0,0,0,0,1,1,0,1,0,1
29,1,7,2,1,0,0,1,0,0,1,0
44,1,0,0,1,0,0,1,0,0,1,1
50,1,2,0,0,0,0,1,0,1,0,1
36,1,9,3,1,0,1,1,0,0,1,1
20,0,0,0,1,1,1,1,0,0,1,1
51,0,19,13,1,0,0,1,0,0,1,0
35,0,1,1,1,1,0,1,0,1,0,1
36,0,0,36,0,1,1,1,0,0,1,1
25,0,0,0,0,1,1,1,0,1,0,1
52,1,0,0,0,0,0,0,1,0,1,1
29,0,0,1,1,0,1,1,0,0,1,1
18,1,4,23,1,0,0,1,0,0,1,1
20,0,0,0,1,0,1,1,0,1,0,1
22,1,0,2,1,1,1,1,0,0,1,1
40,0,13,1,1,0,0,1,0,0,1,0
21,1,0,0,1,1,1,0,1,1,0,1
44,0,0,1,0,0,1,1,0,0,1,1
24,1,8,0,1,1,0,1,0,0,1,0
52,0,1,24,0,0,1,1,0,0,1,1
20,0,1,2,1,0,0,1,0,1,0,0
24,1,4,3,1,0,1,1,0,0,1,1
46,0,1,1,0,1,1,1,0,0,1,1
23,0,0,3,1,0,0,1,0,0,1,1
27,0,1,2,1,1,0,1,0,0,1,1
22,0,6,1,1,1,1,1,0,0,1,0
21,0,1,7,1,0,0,1,0,0,1,1
24,0,0,2,0,1,1,1,0,0,1,1
31,1,5,1,0,1,0,1,0,0,1,1
30,0,1,1,1,0,1,0,1,0,1,1
34,0,1,1,0,1,0,1,0,0,1,1
21,1,1,1,1,1,1,1,0,0,1,1
37,1,12,0,1,0,0,1,0,0,1,0
25,1,1,1,0,0,1,1,0,0,1,1
25,0,0,1,1,0,0,1,0,0,1,0
54,0,0,1,1,0,1,1,0,1,0,1
42,0,4,0,1,1,0,0,1,0,1,1
47,1,13,66,0,1,0,0,1,0,1,1
24,0,1,24,1,0,0,0,1,0,1,1
32,0,0,1,1,1,1,1,0,0,1,1
25,0,1,0,1,1,1,1,0,0,1,1
31,0,0,21,1,1,0,0,1,0,1,1
41,0,0,1,0,0,1,1,0,1,0,1
48,1,0,9,1,1,1,1,0,1,0,1
46,1,0,37,0,0,1,0,1,0,1,1
24,1,1,1,0,1,1,1,0,0,1,1
27,1,4,0,0,0,1,1,0,0,1,1
22,1,1,36,0,0,0,1,0,0,1,1
35,0,0,0,0,1,0,0,1,0,1,1
47,0,5,2,1,0,0,1,0,0,1,1
46,0,2,1,1,0,1,0,1,0,1,1
33,0,3,0,0,0,1,0,1,0,1,1
23,0,1,0,1,1,0,1,0,0,1,1
37,0,2,1,0,1,0,0,1,0,1,1
21,1,1,0,1,1,0,1,0,0,1,1
26,0,5,0,0,1,0,0,1,0,1,1
40,0,0,0,0,0,0,1,0,0,1,1
22,1,3,10,0,1,1,0,1,0,1,0
44,0,4,1,0,1,1,1,0,0,1,1
45,0,0,0,0,1,0,0,1,1,0,1
23,1,2,1,1,0,1,0,1,1,0,1
25,0,1,0,1,0,1,1,0,1,0,1
25,0,2,0,1,0,1,1,0,0,1,0
22,0,0,0,1,0,0,1,0,0,1,1
41,0,0,0,1,0,1,1,0,0,1,1
28,0,0,0,1,0,0,1,0,0,1,1
28,0,0,0,1,0,0,1,0,0,1,1
28,1,3,8,1,1,0,0,1,0,1,1
52,0,0,1,0,0,1,1,0,0,1,1
45,1,3,0,0,0,0,1,0,0,1,1
27,1,0,9,1,0,1,1,0,0,1,1
47,1,14,0,1,1,1,1,0,0,1,0
50,1,3,25,0,0,1,0,1,0,1,1
23,1,2,1,1,1,1,1,0,0,1,0
32,0,9,0,1,0,0,1,0,0,1,0
24,0,0,0,1,0,1,0,1,1,0,1
24,0,2,1,1,1,1,1,0,1,0,1
63,0,1,0,1,0,0,1,0,1,0,1
28,1,1,1,0,1,0,1,0,0,1,1
37,0,0,5,1,0,0,0,1,1,0,1
25,0,2,3,0,0,0,1,0,1,0,1
26,1,6,18,1,1,0,1,0,0,1,0
43,1,3,1,1,1,1,0,1,0,1,1
22,0,1,1,0,1,1,1,0,0,1,0
25,1,11,29,1,1,0,0,1,0,1,0
29,0,0,1,1,0,0,0,1,0,1,1
57,0,8,5,1,0,1,0,1,0,1,1
25,0,2,1,0,1,1,0,1,0,1,1
29,0,1,0,1,0,0,0,1,0,1,1
37,0,0,0,1,0,1,1,0,1,0,1
25,0,0,0,1,1,0,0,1,0,1,1
55,0,0,0,0,1,0,1,0,0,1,1
25,0,0,0,0,0,0,1,0,1,0,1
27,0,3,3,0,1,0,0,1,0,1,1
23,1,3,91,1,0,1,1,0,0,1,0
47,0,0,0,1,0,0,0,1,1,0,1
22,1,2,1,1,0,0,0,1,0,1,1
66,0,0,1,0,0,0,1,0,0,1,1
55,1,9,3,1,0,1,0,1,0,1,1
56,0,0,1,0,0,0,0,1,0,1,1
30,1,1,132,1,0,1,1,0,0,1,1
24,1,5,1,1,0,0,1,0,0,1,1
45,0,0,1,0,1,1,0,1,0,1,1
31,0,0,2,1,0,1,1,0,1,0,0
37,1,2,4,0,1,0,1,0,0,1,1
27,1,8,1,1,1,1,1,0,0,1,1
29,1,0,1,1,1,1,1,0,0,1,1
26,0,0,1,0,1,1,0,1,0,1,1
48,1,11,56,1,1,1,0,1,0,1,1
61,0,2,0,1,1,1,0,1,0,1,0
50,0,0,0,0,0,0,0,1,0,1,1
35,1,3,0,0,0,0,0,1,0,1,1
58,1,3,15,0,1,1,1,0,0,1,1
27,1,4,1,1,1,0,1,0,0,1,1
55,0,1,1,0,1,1,0,1,0,1,1
26,1,8,41,0,0,1,1,0,0,1,0
23,0,1,2,1,1,0,0,1,0,1,1
20,1,0,0,0,1,0,1,0,1,0,0
21,1,2,21,1,1,0,0,1,0,1,0
48,1,1,129,0,0,0,1,0,0,1,1
19,1,1,-1,1,0,1,1,0,0,1,0
35,1,1,49,0,1,0,1,0,0,1,1
27,1,12,1,1,1,1,1,0,0,1,0
22,1,5,2,0,0,0,1,0,0,1,1
39,0,6,0,1,1,1,1,0,1,0,1
40,1,0,29,0,0,1,0,1,0,1,0
31,0,6,3,0,1,0,1,0,0,1,1
33,0,0,0,0,0,0,1,0,1,0,1
39,1,6,35,1,1,1,0,1,0,1,1
28,0,9,36,0,1,1,1,0,0,1,0
45,1,6,1,0,0,0,1,0,1,0,1
29,1,1,1,1,0,0,1,0,0,1,1
25,0,0,0,1,1,1,0,1,1,0,1
26,0,0,2,0,0,1,0,1,0,1,1
29,1,9,14,1,1,0,1,0,1,0,1
36,1,3,0,1,1,0,1,0,1,0,1
22,1,0,0,1,1,1,0,1,0,1,1
28,0,11,1,0,1,1,1,0,0,1,1
34,1,6,13,1,0,0,1,0,0,1,0
56,1,31,0,1,1,0,1,0,0,1,1
29,1,6,67,0,0,1,1,0,1,0,1
29,1,7,0,1,0,0,0,1,0,1,0
35,1,6,10,1,0,0,1,0,0,1,0
38,0,11,18,1,1,0,1,0,0,1,1
20,1,0,0,1,1,1,0,1,0,1,1
38,0,15,55,1,0,1,1,0,0,1,1
25,0,6,1,0,0,1,1,0,0,1,1
45,0,0,1,0,1,0,0,1,1,0,1
31,1,16,52,1,0,1,1,0,0,1,0
33,0,2,0,1,1,1,0,1,0,1,1
25,0,0,0,0,0,0,1,0,1,0,1
34,0,2,25,1,1,1,0,1,0,1,1
52,0,20,27,0,0,0,1,0,0,1,1
51,0,0,1,0,0,0,1,0,0,1,1
21,1,0,0,0,0,0,1,0,0,1,1
34,1,13,18,0,1,1,1,0,0,1,0
24,1,0,0,0,1,0,0,1,1,0,1
22,1,11,0,1,1,1,1,0,0,1,0
39,0,1,0,1,1,0,1,0,0,1,0
52,0,0,13,1,0,1,1,0,0,1,1
43,1,3,1,1,1,0,1,0,0,1,1
27,0,1,1,1,0,0,1,0,0,1,0
22,1,1,0,1,1,1,1,0,0,1,1
25,0,0,0,0,1,1,1,0,0,1,1
31,0,0,0,0,0,1,0,1,0,1,1
30,1,1,2,0,0,1,1,0,0,1,1
22,1,13,0,1,0,1,1,0,0,1,0
36,0,1,0,1,0,1,0,1,1,0,1
43,1,6,9,0,1,1,1,0,0,1,1
22,1,6,0,0,1,1,1,0,0,1,0
31,1,15,2,1,1,1,1,0,0,1,0
38,0,0,0,0,1,1,0,1,0,1,1
48,0,0,0,0,1,0,0,1,0,1,1
26,1,8,26,1,1,1,0,1,0,1,1
27,1,4,0,1,0,1,1,0,0,1,1
23,0,1,0,0,1,1,0,1,0,1,1
24,0,0,2,1,1,0,1,0,0,1,1
26,1,1,4,1,1,1,1,0,0,1,0
71,0,13,0,0,0,1,1,0,0,1,1
49,0,0,0,0,1,0,1,0,0,1,1
23,0,0,1,0,0,1,0,1,1,0,1
21,1,0,1,1,1,1,1,0,0,1,0
34,0,15,1,0,0,1,1,0,0,1,1
68,1,7,5,0,0,0,1,0,0,1,1
23,1,4,0,0,0,0,1,0,0,1,1
23,0,0,1,1,0,0,0,1,1,0,1
41,1,11,118,0,1,0,1,0,0,1,1
29,1,7,0,0,0,1,1,0,0,1,0
37,1,22,81,1,0,1,1,0,0,1,0
33,0,2,0,0,1,0,0,1,0,1,1
22,1,0,0,1,1,1,1,0,0,1,1
36,0,0,1,0,0,0,0,1,0,1,1
51,0,2,34,0,1,0,1,0,0,1,1
39,1,3,34,1,1,0,1,0,0,1,1
23,0,0,0,1,1,1,1,0,0,1,1
21,0,0,1,1,1,0,1,0,0,1,0
52,1,0,26,1,0,1,1,0,0,1,1
21,1,1,36,0,1,0,1,0,0,1,1
28,1,0,0,1,1,0,0,1,0,1,1
27,0,3,37,1,0,0,0,1,0,1,1
36,0,0,0,1,1,0,1,0,0,1,1
26,1,2,148,1,1,0,1,0,0,1,1
32,0,0,0,0,1,0,0,1,0,1,1
23,1,4,0,1,0,0,1,0,0,1,0
33,1,2,2,1,1,0,1,0,1,0,1
23,1,2,80,1,0,0,0,1,0,1,0
24,1,9,4,1,1,1,0,1,0,1,0
29,0,0,0,0,0,0,0,1,1,0,1
24,1,4,51,1,1,0,1,0,0,1,0
31,1,2,3,1,1,0,1,0,0,1,1
19,1,2,22,0,0,0,1,0,1,0,0
58,0,0,0,0,0,1,0,1,0,1,1
31,1,6,0,0,1,0,0,1,0,1,1
24,0,0,0,0,1,1,1,0,0,1,1
54,0,1,0,1,0,0,1,0,0,1,1
54,1,4,78,1,1,1,0,1,0,1,1
25,0,0,2,0,1,0,0,1,1,0,1
21,0,1,0,1,0,1,1,0,0,1,1
39,0,1,3,0,1,0,0,1,0,1,1
33,1,7,1,0,0,1,1,0,0,1,0
31,1,16,482,0,0,1,1,0,0,1,0
25,1,2,0,0,0,1,0,1,0,1,1
40,0,0,-1,1,1,1,1,0,1,0,1
32,1,0,5,0,0,0,1,0,0,1,1
27,1,0,0,1,0,0,0,1,0,1,1
20,1,1,15,0,0,0,1,0,0,1,0
25,0,5,0,0,1,0,1,0,1,0,1
44,0,3,0,0,1,0,1,0,0,1,1
28,0,0,0,0,1,1,0,1,1,0,1
53,1,8,4,0,0,1,0,1,0,1,1
28,0,4,1,1,1,0,1,0,0,1,1
21,0,1,0,0,1,1,1,0,0,1,1
27,0,1,2,1,1,1,0,1,0,1,1
96,1,2,0,0,1,0,1,0,0,1,1
35,0,1,2,0,1,0,1,0,0,1,1
21,0,3,22,0,0,1,1,0,0,1,1
21,0,0,2,0,0,0,1,0,1,0,1
37,0,5,10,0,0,1,1,0,0,1,1
53,1,6,10,0,1,0,1,0,1,0,1
25,0,0,0,0,0,0,0,1,1,0,1
33,0,0,1,0,1,1,1,0,0,1,1
37,1,1,0,0,1,0,0,1,0,1,1
27,1,8,1,0,1,1,1,0,0,1,1
47,1,3,11,1,0,0,1,0,0,1,1
35,0,0,1,0,0,1,1,0,1,0,1
51,1,8,1,0,0,0,1,0,0,1,1
26,1,6,1,1,0,0,1,0,0,1,0
49,1,1,20,0,1,1,1,0,0,1,1
36,1,3,45,0,0,0,0,1,0,1,1
42,1,14,1,1,1,1,1,0,0,1,1
29,0,0,1,1,1,0,1,0,1,0,0
44,0,9,25,1,0,1,1,0,0,1,0
43,0,1,1,1,1,0,1,0,0,1,1
64,0,0,1,1,0,0,0,1,0,1,1
53,0,4,-1,0,1,0,1,0,0,1,1
34,0,10,1,1,1,1,1,0,0,1,1
58,1,2,0,0,0,1,0,1,0,1,1
61,1,1,4,0,0,1,1,0,0,1,1
44,0,4,1,0,1,1,1,0,0,1,1
31,1,9,27,1,0,1,0,1,0,1,0
63,1,9,1,1,0,0,1,0,0,1,1
32,1,1,0,0,0,0,1,0,0,1,1
56,0,1,3,0,1,1,0,1,0,1,1
21,1,0,30,1,0,0,1,0,0,1,1
29,1,0,12,1,1,0,1,0,0,1,1
32,0,1,-1,1,0,0,1,0,0,1,1
31,1,11,-1,1,1,0,1,0,0,1,0
33,1,0,1,1,1,1,0,1,0,1,0
38,0,1,0,0,1,0,1,0,0,1,1
31,1,15,91,1,0,1,1,0,0,1,1
24,0,0,1,1,1,1,1,0,1,0,1
34,1,5,0,0,1,1,1,0,1,0,1
21,1,1,0,1,0,0,1,0,0,1,0
40,0,0,0,0,1,0,0,1,1,0,1
31,0,1,1,1,0,1,0,1,0,1,1
32,0,1,0,0,1,1,1,0,0,1,1
46,0,1,0,0,0,0,0,1,0,1,1
22,0,3,33,1,1,0,1,0,0,1,0
57,1,8,-1,1,0,1,0,1,0,1,1
39,0,2,0,0,1,0,0,1,0,1,1
