population numeric,householdsize numeric,racepctblack numeric,racePctWhite numeric,racePctAsian numeric,racePctHisp numeric,agePct12t21 numeric,agePct12t29 numeric,agePct16t24 numeric,agePct65up numeric,numbUrban numeric,pctUrban numeric,medIncome numeric,pctWWage numeric,pctWFarmSelf numeric,pctWInvInc numeric,pctWSocSec numeric,pctWPubAsst numeric,pctWRetire numeric,medFamInc numeric,perCapInc numeric,whitePerCap numeric,blackPerCap numeric,indianPerCap numeric,AsianPerCap numeric,HispPerCap numeric,NumUnderPov numeric,PctPopUnderPov numeric,PctLess9thGrade numeric,PctNotHSGrad numeric,PctBSorMore numeric,PctUnemployed numeric,PctEmploy numeric,PctEmplManu numeric,PctEmplProfServ numeric,PctOccupManu numeric,PctOccupMgmtProf numeric,MalePctDivorce numeric,MalePctNevMarr numeric,FemalePctDiv numeric,TotalPctDiv numeric,PersPerFam numeric,PctFam2Par numeric,PctKids2Par numeric,PctYoungKids2Par numeric,PctTeen2Par numeric,PctWorkMomYoungKids numeric,PctWorkMom numeric,NumIlleg numeric,PctIlleg numeric,NumImmig numeric,PctImmigRecent numeric,PctImmigRec5 numeric,PctImmigRec8 numeric,PctImmigRec10 numeric,PctRecentImmig numeric,PctRecImmig5 numeric,PctRecImmig8 numeric,PctRecImmig10 numeric,PctSpeakEnglOnly numeric,PctNotSpeakEnglWell numeric,PctLargHouseFam numeric,PctLargHouseOccup numeric,PersPerOccupHous numeric,PersPerOwnOccHous numeric,PersPerRentOccHous numeric,PctPersOwnOccup numeric,PctPersDenseHous numeric,PctHousLess3BR numeric,MedNumBR numeric,HousVacant numeric,PctHousOccup numeric,PctHousOwnOcc numeric,PctVacantBoarded numeric,PctVacMore6Mos numeric,MedYrHousBuilt numeric,PctHousNoPhone numeric,PctWOFullPlumb numeric,OwnOccLowQuart numeric,OwnOccMedVal numeric,OwnOccHiQuart numeric,RentLowQ numeric,RentMedian numeric,RentHighQ numeric,MedRent numeric,MedRentPctHousInc numeric,MedOwnCostPctInc numeric,MedOwnCostPctIncNoMtg numeric,NumInShelters numeric,NumStreet numeric,PctForeignBorn numeric,PctBornSameState numeric,PctSameHouse85 numeric,PctSameCity85 numeric,PctSameState85 numeric,LemasSwornFT numeric,LemasSwFTPerPop numeric,PctUsePubTrans numeric,PolicCars numeric,PolicOperBudg numeric,unrelated_column_one,unrelated_column_two,response
11224,2.6,2.35,97.3,0.19,0.49,13.02,22.72,11.14,14.95,6463,57.58,25615,69.18,1.0,44.51,36.98,7.65,26.3,30227,11587,11671,9055,8571,0,8723,1214,10.86,7.83,22.71,13.11,10.57,50.13,17.49,21.34,16.78,23.2,6.92,24.34,8.35,7.67,3.01,81.29,77.92,90.54,91.45,58.0,60.84,65,0.71,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.79,0.34,2.66,2.06,2.6,2.64,2.39,84.78,0.93,40.03,3,299,93.53,83.44,4.01,64.88,1960,0.86,0.32,37200,56200,79200,42000,136,222,305,169,351,21.2,17.3,12.1,0,0,0.71,91.42,73.28,85.35,97.39,33.3,336.8,0.97,1,1,1
15023,2.45,1.16,98.17,0.28,1.05,13.57,28.97,14.19,13.17,14919,100.0,27312,75.6,0.45,44.43,31.67,7.71,17.42,35219,13807,13861,10899,5210,25500,9246,1615,10.97,6.52,20.96,20.38,5.84,61.92,20.23,25.75,17.82,25.91,11.05,33.11,14.49,12.95,3.08,68.14,66.85,70.2,76.35,68.92,76.26,219,1.83,275,0.0,5.45,7.64,10.91,0.0,0.1,0.14,0.2,95.74,0.47,4.59,2.9,2.42,2.67,2.15,56.29,1.09,44.74,3,440,93.3,50.87,2.5,36.59,1939,4.47,0.05,64900,81200,97900,33000,269,353,421,152,426,27.9,20.4,14.0,5,0,1.84,82.28,53.85,80.5,94.02,4.0,3763.7,1.99,0,0,0
16389,2.67,0.2,98.33,0.63,0.88,15.65,28.66,14.42,12.87,0,0.0,25855,75.2,0.95,43.2,31.04,4.33,15.84,31040,11390,11430,6132,14266,5633,8549,1390,8.8,7.03,25.58,12.37,5.14,64.07,40.85,20.98,29.68,18.26,9.88,26.31,11.97,11.01,3.13,76.21,73.68,89.15,74.12,75.36,79.54,162,1.2,193,38.34,41.97,41.97,41.97,0.45,0.49,0.49,0.49,97.08,0.11,4.71,3.28,2.57,2.65,2.37,71.37,1.73,44.11,3,395,93.95,69.03,2.78,43.04,1941,9.21,0.2,29800,39700,52900,23100,208,272,329,121,346,23.8,16.1,11.9,0,0,1.18,78.72,53.11,85.01,92.13,7.6,2151.9,0.04,1,1,0
10830,3.06,1.18,90.88,7.64,2.22,12.83,21.65,10.96,8.92,3809,35.17,72369,87.41,1.19,62.31,20.96,1.28,14.89,78453,31664,31902,19141,0,32909,13426,78,0.73,3.41,10.09,43.21,4.11,66.35,14.03,24.63,4.48,44.45,4.0,25.99,4.95,4.48,3.25,93.24,88.88,99.31,90.73,47.25,63.23,38,0.51,1304,7.36,15.03,18.94,21.86,0.89,1.81,2.28,2.63,83.24,2.14,5.11,4.46,3.03,3.09,2.47,93.0,0.54,13.12,4,146,96.04,91.42,3.42,40.41,1965,0.23,0.62,238800,333700,460600,221800,530,729,1001,471,935,24.7,22.8,14.0,0,0,12.04,57.93,59.96,68.63,90.74,20.4,531.1,2.49,1,0,1
17837,2.98,65.48,34.27,0.12,0.39,18.65,28.08,14.11,10.6,17814,99.87,21201,73.2,0.22,19.86,31.74,13.06,17.48,24645,8809,12376,6920,13875,12194,10159,4022,22.72,13.53,35.31,10.42,15.88,49.5,37.93,20.08,23.29,17.55,11.91,32.71,14.06,13.04,3.43,63.09,52.86,71.58,68.57,64.33,68.56,1311,7.62,73,9.59,17.81,17.81,17.81,0.04,0.07,0.07,0.07,97.12,0.82,9.41,7.36,2.97,2.99,2.89,77.98,6.4,33.61,3,623,90.57,77.4,10.43,60.67,1964,11.05,0.47,32500,43100,58900,26400,150,212,275,125,300,28.6,21.3,14.3,0,0,0.41,76.23,70.75,93.55,95.47,25.9,687.6,0.29,0,1,0
188082,2.61,14.11,76.21,3.0,16.74,12.05,25.74,12.25,14.86,188082,100.0,36376,74.73,0.36,42.98,31.43,9.15,17.73,43305,17484,19441,11008,8216,18296,9240,20436,11.03,11.2,26.45,21.91,6.48,58.85,12.21,28.52,10.79,28.99,7.24,35.15,10.87,9.21,3.17,66.68,61.72,73.65,68.22,47.05,58.15,8463,6.18,38067,12.27,20.52,30.43,36.44,2.48,4.15,6.16,7.38,69.48,5.82,6.69,4.6,2.57,2.76,2.42,46.77,6.85,63.64,2,3461,95.42,43.54,3.15,43.72,1952,5.54,0.72,183600,228100,282100,98500,357,482,625,268,522,25.4,22.9,15.1,253,10,20.24,66.8,67.23,84.48,93.31,18.7,10040.9,23.23,1,1,0
15561,2.63,0.54,98.25,0.57,1.33,14.38,25.45,11.73,10.1,15561,100.0,36901,83.43,0.65,54.96,23.13,3.58,16.96,42116,16162,16223,22865,0,9547,12373,578,3.73,2.4,10.81,21.16,4.63,68.92,17.84,27.02,12.95,28.83,6.72,26.33,10.33,8.62,3.12,81.8,80.45,94.37,79.78,69.21,75.82,25,0.21,201,14.93,41.29,44.28,44.28,0.19,0.53,0.57,0.57,96.58,0.32,4.02,2.96,2.63,2.8,2.07,81.0,0.98,34.17,3,268,95.66,75.95,1.12,30.22,1959,0.98,0.08,58600,71300,92300,33700,284,344,414,130,433,21.9,16.3,11.7,0,0,1.29,80.12,61.39,88.49,94.79,8.7,1780.8,1.02,0,1,1
40091,2.59,3.42,93.05,1.74,41.85,17.11,28.9,18.54,15.59,40091,100.0,47506,78.77,0.98,56.73,28.72,3.79,13.87,64036,30852,32232,7399,34483,13824,27867,2329,6.47,4.82,10.4,49.12,4.03,59.99,5.7,38.5,2.29,48.86,8.04,39.6,13.13,10.74,2.93,79.7,76.81,88.7,79.57,50.27,60.42,277,1.16,14275,11.31,16.45,21.18,27.36,4.03,5.86,7.54,9.74,51.8,6.93,4.25,2.66,2.33,2.58,1.89,70.47,6.32,50.96,2,1101,93.35,63.61,2.45,28.79,1956,1.25,0.04,153100,223500,350700,197600,404,476,604,200,540,27.2,22.2,13.3,0,0,35.61,21.83,45.18,72.92,77.58,12.3,3272.2,3.11,1,1,0
372242,2.58,43.88,32.47,14.76,13.89,12.88,27.02,12.96,10.63,372242,100.0,27095,72.09,0.58,33.89,23.04,17.81,14.54,31755,14676,23461,10940,13112,10285,8537,68781,18.82,11.96,25.61,27.18,9.38,56.97,10.64,29.33,12.13,31.92,13.22,42.43,17.89,15.68,3.28,52.13,48.42,61.57,56.68,53.85,61.43,26451,10.31,73524,18.96,30.47,44.08,58.99,3.75,6.02,8.71,11.65,72.71,8.74,10.39,6.15,2.52,2.7,2.4,44.5,12.23,69.72,2,10216,93.4,41.62,10.49,32.73,1947,4.82,0.86,106700,177400,285800,179100,365,486,617,252,538,30.7,25.3,12.8,431,303,19.75,45.34,48.53,79.89,89.05,58.1,6409.1,18.71,0,0,0
17710,2.41,0.4,95.31,1.41,1.63,12.71,22.59,10.6,16.17,0,0.0,24685,66.93,0.12,46.43,34.75,8.42,21.68,30585,12919,12665,6199,27620,7293,7408,2395,13.89,5.96,20.41,14.37,7.46,53.27,15.71,23.61,14.6,23.36,12.29,24.84,15.85,14.17,2.9,68.28,66.6,77.49,69.06,59.77,67.55,258,1.74,728,8.79,18.27,19.09,20.74,0.36,0.75,0.78,0.85,96.06,0.42,3.69,2.38,2.34,2.43,2.21,62.4,2.32,47.98,3,473,93.96,60.14,2.33,22.62,1957,3.93,0.57,53600,69600,92500,38900,224,308,381,157,372,27.0,18.4,12.1,35,1,4.11,52.98,47.83,75.64,84.42,10.1,1748.6,2.51,0,0,1
17637,2.65,4.22,77.43,0.77,29.02,13.35,29.43,14.07,12.79,17637,100.0,18617,68.72,0.8,28.13,32.42,16.66,12.91,23415,8940,9635,6877,5624,4018,6137,3853,22.33,24.71,53.08,5.65,9.85,56.41,48.07,13.28,42.24,9.44,10.04,38.27,15.21,12.82,3.23,55.94,53.01,58.3,64.47,52.39,64.35,1168,8.05,4886,22.17,31.38,41.04,49.24,6.14,8.69,11.37,13.64,48.68,14.53,6.94,4.58,2.6,2.88,2.51,26.29,7.74,58.51,2,694,90.54,23.71,3.03,37.32,1939,13.13,0.72,75500,100200,121100,45600,226,339,419,193,401,28.2,25.3,19.1,7,0,27.7,53.17,49.05,82.95,84.22,1.3,14073.6,2.29,1,1,0
16922,1.86,1.27,98.27,0.3,0.68,4.68,9.38,4.64,48.35,16922,100.0,27834,39.25,0.94,69.63,68.37,3.68,40.08,33024,19940,20227,2476,14111,17620,11562,944,5.79,6.2,19.28,23.32,3.96,27.58,8.34,27.49,8.22,26.11,7.78,13.07,9.61,8.84,2.29,63.39,60.8,84.08,71.14,57.14,71.89,107,0.61,1140,2.72,3.16,4.04,4.82,0.18,0.21,0.27,0.33,93.51,0.91,1.05,0.63,1.8,1.81,1.76,74.92,0.81,81.68,2,3369,72.94,74.38,0.06,32.62,1974,3.02,0.0,68800,91300,130700,61900,369,468,605,236,535,29.4,22.6,11.2,0,3,6.74,6.75,49.33,69.68,74.8,7.7,2201.1,0.15,1,1,1
17655,2.75,0.14,98.91,0.66,0.78,13.65,23.26,12.34,16.04,17655,100.0,36418,74.04,0.87,53.54,38.1,4.36,24.36,42878,15030,14942,11920,0,28026,14341,611,3.49,16.38,30.13,21.2,6.26,61.9,19.66,27.8,13.33,27.03,5.1,26.73,6.74,5.96,3.1,84.45,80.65,90.66,83.75,75.33,80.98,110,0.77,1457,0.48,0.48,1.44,3.64,0.04,0.04,0.12,0.3,78.88,2.67,3.78,3.03,2.73,2.86,2.1,87.28,0.95,30.5,3,204,96.92,83.43,3.43,39.22,1956,0.56,0.2,117300,141400,167700,50400,256,441,544,288,513,23.1,17.8,13.1,0,0,8.25,79.21,78.11,95.74,96.64,8.4,2100.6,0.39,0,1,1
99567,2.47,0.97,96.97,1.1,2.13,12.69,29.69,14.17,12.17,99567,100.0,31911,79.96,0.5,44.61,25.99,5.86,13.83,38812,15111,15272,9625,8595,12818,9600,8694,8.99,11.74,25.06,19.57,7.07,65.92,18.34,21.49,14.59,24.55,10.74,33.47,13.33,12.1,3.01,71.67,69.45,76.81,71.42,69.15,76.26,2089,2.99,6739,15.61,22.11,27.33,29.71,1.06,1.5,1.85,2.01,81.17,1.7,3.45,2.18,2.4,2.69,2.15,51.62,1.61,58.39,2,4023,90.93,46.04,2.11,23.39,1953,5.81,0.39,100500,118600,143300,42800,371,467,557,186,537,26.3,23.4,15.1,147,1,6.77,60.24,49.01,78.16,85.75,34.2,2910.9,1.41,0,1,1
23095,2.42,10.11,87.39,1.4,2.73,10.99,25.15,11.74,16.02,0,0.0,29133,73.54,0.12,45.23,35.18,10.13,18.37,35086,14341,14966,8296,17252,21921,9357,2611,11.76,13.12,30.85,18.58,5.58,59.07,21.18,26.81,11.78,25.22,10.67,35.62,14.37,12.7,2.99,61.98,58.31,69.44,65.04,56.75,67.26,836,4.58,1133,9.71,13.68,18.45,27.71,0.48,0.67,0.9,1.36,91.31,0.81,4.43,2.7,2.32,2.55,2.09,54.69,2.2,55.93,2,831,92.0,49.71,6.62,51.14,1939,5.18,0.61,78200,94700,122500,44300,353,450,542,189,514,28.0,20.9,14.1,134,0,4.91,79.37,55.04,86.52,93.08,7.6,3021.3,1.58,1,0,1
16825,2.36,0.64,98.72,0.27,0.65,12.9,26.47,12.87,16.65,16825,100.0,24319,69.36,0.08,39.63,34.94,8.41,22.55,31576,12406,12455,11641,4751,4360,10731,2181,13.14,15.34,33.74,10.12,7.11,56.82,17.64,21.05,15.63,21.2,10.16,33.28,12.43,11.4,3.04,62.98,61.44,63.57,65.09,55.64,69.46,530,4.13,768,9.11,9.77,11.07,13.93,0.42,0.45,0.51,0.64,89.39,1.37,4.09,2.51,2.33,2.52,2.16,49.07,1.14,42.95,3,506,93.38,45.2,4.74,44.66,1939,4.95,0.2,73200,89300,109300,36100,193,291,368,175,380,25.4,20.3,14.0,0,0,4.56,86.74,55.3,82.64,95.42,3.9,4339.5,4.54,1,0,0
12450,2.91,65.57,33.57,0.39,0.65,16.98,30.19,14.51,8.43,12450,100.0,26372,83.98,0.28,26.7,23.28,10.26,15.1,29514,10729,14809,8770,9412,2713,23296,1931,15.65,10.79,28.95,8.19,11.85,62.07,24.05,22.1,20.58,14.71,12.24,36.76,19.4,16.17,3.34,51.38,45.28,58.99,51.38,74.74,80.4,853,8.12,117,5.98,24.79,34.19,34.19,0.06,0.23,0.32,0.32,96.65,0.49,7.96,6.12,2.9,2.91,2.87,70.87,5.07,54.63,2,426,90.95,70.58,23.71,36.85,1956,2.41,0.11,37800,44600,53300,15500,260,332,419,159,460,26.9,18.8,11.8,0,0,0.94,76.62,60.99,79.36,94.95,5.1,2435.4,4.04,1,0,0
36176,3.13,29.45,60.6,6.25,9.25,15.67,24.16,11.01,3.74,36176,100.0,51984,92.97,1.24,49.23,10.06,1.73,9.01,54515,18764,21667,14422,23154,14640,14696,1224,3.4,2.96,7.74,39.77,3.34,75.98,11.56,27.61,6.08,40.1,6.67,23.13,11.18,9.01,3.36,83.18,81.19,93.91,79.24,75.64,79.08,442,2.04,3460,13.18,23.09,30.95,45.38,1.26,2.21,2.96,4.34,85.41,1.91,5.43,4.74,3.12,3.1,3.23,82.47,3.79,10.02,3,802,93.5,83.04,1.12,40.65,1978,0.46,0.39,60900,79000,109600,48700,456,544,628,172,706,22.6,21.7,12.4,0,0,9.56,54.32,45.31,63.01,89.19,24.0,1505.1,1.1,1,1,1
20393,2.32,1.81,88.15,7.45,10.94,9.66,24.38,10.7,17.04,20393,100.0,40600,75.39,0.85,50.52,31.84,4.94,15.66,48040,23814,24561,18303,23237,20298,18551,942,4.63,13.64,24.95,26.37,5.86,60.79,15.97,19.49,11.39,31.92,6.94,31.71,9.69,8.39,2.91,79.52,77.5,94.16,78.84,47.07,55.05,171,1.32,6369,17.49,27.35,34.26,42.0,5.46,8.54,10.7,13.12,56.91,7.52,4.02,2.65,2.32,2.45,2.2,51.71,4.33,69.68,2,1030,89.5,49.0,0.39,30.1,1958,1.51,0.24,181100,221200,278600,97500,477,633,825,348,683,25.6,22.2,16.2,0,2,31.23,41.03,58.87,76.58,84.06,1.0,20417.5,20.74,1,0,1
45226,2.95,59.63,39.76,0.43,0.56,17.15,28.12,13.63,10.96,0,0.0,18060,71.26,0.58,20.33,30.07,18.48,11.31,23068,9081,14683,5359,2400,11710,4936,14232,31.96,18.51,38.54,15.58,12.45,51.79,19.98,25.33,19.0,23.16,11.72,35.15,14.97,13.52,3.49,52.47,42.18,56.12,54.33,67.29,73.08,5134,12.32,250,19.6,32.8,44.4,44.4,0.11,0.18,0.25,0.25,97.37,0.21,11.3,8.31,2.91,2.89,2.93,57.98,9.73,45.71,3,1170,92.91,58.32,12.14,37.26,1965,11.02,0.83,29100,42500,60000,30900,132,207,295,163,332,32.3,21.1,15.0,6,0,0.55,84.59,59.55,88.62,93.77,27.0,1672.6,0.24,0,0,0
16139,2.96,9.65,77.61,8.59,9.59,13.34,30.13,12.97,2.87,16139,100.0,53840,96.55,0.68,47.72,7.29,1.71,7.81,57557,19314,20980,14955,11320,12292,14600,512,3.19,5.19,12.22,37.87,2.42,84.67,8.12,19.91,8.02,36.04,8.16,32.58,12.44,10.28,3.32,82.29,80.8,93.13,86.73,77.15,82.18,201,2.4,2941,25.84,46.41,60.86,74.26,4.71,8.46,11.09,13.53,77.9,4.43,6.89,5.29,2.96,3.02,2.85,65.66,5.05,27.69,3,340,94.12,64.29,2.35,12.35,1976,1.56,0.29,137700,171200,199400,61700,585,668,780,195,731,24.5,25.1,11.6,18,0,18.22,28.19,31.02,59.48,72.13,4.4,3684.7,3.15,1,1,1
17301,2.74,0.95,97.0,1.51,1.03,13.96,23.08,10.97,10.2,17301,100.0,46353,81.62,0.53,57.01,21.46,2.78,14.36,52826,20421,20421,24453,6391,21740,8812,624,3.65,2.76,8.31,37.73,4.44,67.24,18.1,33.27,7.82,42.43,6.37,24.16,9.87,8.25,3.19,85.15,85.37,93.09,86.33,62.93,70.62,155,1.26,509,2.95,10.61,17.29,20.83,0.09,0.31,0.51,0.61,94.3,0.45,3.53,2.63,2.69,2.96,1.9,81.71,0.65,36.65,3,353,94.7,74.16,1.42,22.95,1969,1.52,0.2,73300,103600,141700,68400,296,368,470,174,448,24.1,19.4,12.2,0,0,2.94,68.08,49.71,82.44,87.58,6.0,2890.2,1.06,1,0,1
15254,2.6,5.43,92.39,1.49,1.62,10.9,25.2,11.95,16.15,14221,93.23,37461,73.92,1.06,62.87,34.75,2.88,26.81,44456,18304,19413,2510,26682,8437,9649,486,3.65,5.07,16.98,24.0,2.17,54.63,9.13,22.76,10.71,30.89,9.83,32.84,10.89,10.35,2.82,80.66,78.14,86.79,84.78,59.9,72.48,99,0.95,333,18.02,27.63,48.05,56.76,0.39,0.6,1.05,1.24,94.25,0.61,1.81,1.21,2.28,2.49,1.84,74.86,0.56,39.94,3,257,95.8,68.72,0.78,14.01,1963,0.53,0.13,68800,85400,108200,39400,326,434,529,203,524,23.7,17.4,10.8,0,0,2.18,78.89,57.11,71.76,92.38,10.7,1431.1,1.1,1,1,1
10976,2.38,0.42,99.19,0.24,0.52,12.74,23.42,11.66,20.6,0,0.0,20423,66.11,0.35,39.47,44.02,6.67,22.63,25180,10246,10271,3000,0,0,5227,1150,10.64,12.7,33.09,6.3,9.13,51.63,36.48,16.22,31.63,13.53,10.75,26.73,12.72,11.83,2.94,68.37,66.61,75.95,75.19,53.63,67.62,181,1.92,75,0.0,14.67,14.67,14.67,0.0,0.1,0.1,0.1,96.47,0.11,4.19,2.75,2.35,2.41,2.24,66.1,1.02,42.83,3,272,94.44,64.4,0.74,56.62,1940,3.05,0.59,31800,43800,57700,25900,185,236,287,102,335,24.8,17.9,14.2,0,0,0.68,89.03,65.27,88.99,95.65,3.2,3421.4,0.24,1,1,1
12329,4.14,12.22,82.41,2.65,5.46,21.91,39.12,23.98,2.43,0,0.0,47299,93.9,1.75,55.38,7.68,1.65,6.89,47481,17937,19483,10866,9689,10878,7817,373,3.88,0.66,2.93,42.39,1.66,82.48,21.57,33.85,5.75,55.75,5.75,41.05,5.11,5.49,3.41,91.25,91.11,95.68,92.56,57.06,63.89,30,0.58,558,16.13,24.73,30.29,37.81,0.73,1.12,1.37,1.71,89.64,0.23,4.36,3.93,3.23,3.03,3.4,43.91,3.29,29.32,3,164,94.78,46.79,0.61,41.46,1962,0.6,0.54,247600,311300,382600,135000,445,577,729,284,606,22.2,20.7,11.7,0,0,4.53,23.5,27.8,32.94,40.64,27.3,451.5,13.49,0,0,1
22776,2.8,3.2,89.46,2.23,10.79,13.51,25.0,10.78,6.54,0,0.0,46007,88.69,0.42,54.06,15.6,1.7,13.92,50699,18798,19444,15234,9242,16756,11835,775,3.43,2.99,9.77,33.3,3.28,69.58,38.19,19.86,9.14,38.14,7.89,21.03,9.52,8.71,3.18,86.57,84.68,95.05,91.93,57.65,63.39,53,0.35,1198,31.14,34.89,40.32,48.41,1.64,1.84,2.12,2.55,88.6,1.11,3.84,3.05,2.78,2.94,2.48,70.43,2.98,32.3,3,823,90.82,66.74,4.5,28.68,1971,3.73,0.27,55400,76100,104800,49400,298,364,444,146,438,19.4,16.9,11.5,0,0,5.27,60.84,46.67,76.99,89.21,14.3,1593.2,0.0,0,0,1
187106,2.67,42.34,56.53,0.73,0.8,15.6,28.57,14.27,10.53,187106,100.0,26311,78.37,0.67,33.75,25.73,8.47,16.02,31959,12755,17144,7035,11775,7019,11360,32778,18.08,8.69,24.25,24.61,7.0,61.38,10.31,25.84,12.49,28.55,11.02,31.3,15.21,13.32,3.2,63.65,57.12,70.79,63.2,68.14,73.16,11465,7.93,2827,12.38,22.46,29.71,37.42,0.19,0.34,0.45,0.57,96.32,0.51,6.24,4.31,2.59,2.68,2.47,62.01,4.57,40.37,3,6668,91.3,60.08,7.84,31.51,1967,5.46,0.43,44100,62200,87900,43800,184,294,381,197,381,24.8,19.6,12.8,109,5,1.51,72.25,49.5,79.33,87.25,139.8,1338.0,1.54,0,1,0
28808,2.86,3.26,91.39,4.63,2.67,11.68,24.31,10.08,5.19,17347,60.22,59069,93.61,1.32,62.24,12.84,1.04,10.2,62724,22449,22650,21769,0,18989,20020,379,1.33,3.11,8.55,43.63,3.46,77.15,20.02,25.15,6.68,43.59,6.05,25.58,8.93,7.54,3.23,88.94,88.48,97.22,84.29,55.23,70.7,139,0.83,2388,7.71,17.84,28.73,37.23,0.64,1.48,2.38,3.09,89.29,0.99,3.93,3.07,2.84,2.95,2.37,84.04,1.08,35.75,3,332,96.81,80.9,2.11,28.61,1977,0.26,0.12,144000,197900,251100,107100,625,700,883,258,824,24.6,25.6,14.6,0,0,8.29,55.42,47.09,65.48,84.55,56.6,508.5,3.13,0,0,1
54718,2.25,3.1,87.43,8.38,2.92,10.45,28.82,13.43,12.82,54718,100.0,45598,78.05,0.8,61.54,23.21,4.07,10.91,61799,29044,30836,19262,5379,16819,11827,4576,8.61,3.05,6.82,63.68,4.8,65.96,7.53,47.63,3.13,57.05,6.61,43.62,10.02,8.56,2.9,77.06,76.88,91.09,70.28,61.28,71.24,517,1.85,11703,28.28,36.6,43.65,50.68,6.05,7.83,9.34,10.84,77.95,3.08,3.99,2.05,2.17,2.48,1.93,49.39,2.28,62.26,2,996,96.07,43.11,0.6,32.73,1939,0.53,0.12,281100,377800,500001,218901,443,629,963,520,671,24.6,22.6,14.5,16,0,21.39,41.54,49.81,60.48,76.81,7.0,7778.6,28.71,1,0,0
15180,2.9,4.72,93.97,0.46,1.1,23.54,37.19,25.92,14.14,0,0.0,20859,70.42,1.88,37.61,33.69,7.4,16.11,27372,11454,11005,22136,4557,10478,2498,2197,17.5,13.16,28.18,21.71,5.51,50.94,15.65,36.71,16.27,29.28,6.9,35.19,9.61,8.35,2.86,75.13,73.01,87.05,71.15,58.48,70.43,129,1.2,172,57.56,76.16,80.81,84.3,0.65,0.86,0.92,0.96,96.35,0.53,2.15,1.56,2.38,2.48,2.22,62.29,1.49,44.83,3,332,94.04,59.66,2.11,23.8,1972,7.9,0.34,41300,54900,71700,30400,163,219,285,122,314,28.5,20.3,13.7,0,0,1.13,55.94,37.99,64.47,75.57,14.1,1076.0,0.49,0,0,1
22792,2.89,0.78,96.87,2.0,1.35,16.94,27.4,15.95,10.81,17129,75.15,51692,80.77,0.72,54.43,24.52,3.07,15.81,61468,22957,22507,23097,7329,45128,16118,608,2.84,3.89,10.17,40.55,4.45,64.65,21.73,29.4,6.2,42.11,5.7,32.83,8.27,7.07,3.22,84.55,84.43,91.5,85.7,53.76,66.67,167,1.06,1410,6.6,11.49,23.62,36.17,0.41,0.71,1.46,2.24,90.37,1.23,4.54,3.38,2.71,2.98,2.12,75.19,0.72,36.84,3,380,95.41,68.33,0.53,34.47,1967,0.29,0.07,172500,231300,322400,149900,423,647,846,423,734,25.4,22.9,14.2,0,0,6.19,72.2,57.78,77.44,88.92,27.6,824.9,2.06,0,1,1
10539,2.68,0.54,97.23,1.53,2.98,11.51,24.41,10.92,12.63,10539,100.0,48864,85.27,0.64,55.57,26.59,3.66,18.45,54145,19283,19343,12226,0,26863,16454,218,2.07,7.19,20.26,23.4,3.61,68.89,23.4,19.29,13.88,30.19,6.87,27.89,10.22,8.65,3.15,82.32,80.91,94.71,84.04,57.93,67.5,66,0.86,836,10.89,13.88,15.19,23.21,0.86,1.1,1.21,1.84,87.89,1.36,4.46,3.35,2.67,2.87,2.08,80.43,0.94,39.74,3,117,97.12,74.87,0.85,51.28,1957,0.23,0.0,156800,178600,201100,44300,549,701,834,285,779,29.2,24.7,14.8,0,0,7.93,69.92,65.34,85.94,95.46,3.1,3428.0,3.17,1,1,1
51418,2.63,2.01,94.86,0.84,5.28,12.13,27.84,12.58,12.17,51418,100.0,36945,78.24,0.51,38.8,26.22,8.39,14.7,43209,15464,15708,12242,16019,15335,7566,4418,8.83,8.5,21.96,21.02,7.13,63.41,27.07,23.43,13.02,28.97,8.88,31.99,11.96,10.52,3.1,72.16,69.39,76.0,73.44,65.25,72.1,1406,3.86,2950,13.05,17.8,22.47,26.64,0.75,1.02,1.29,1.53,88.46,1.47,4.35,3.02,2.55,2.73,2.3,62.72,1.89,54.02,2,1746,91.81,58.64,3.67,34.82,1939,3.73,0.39,115100,140100,167100,52000,361,504,611,250,586,27.4,24.5,14.0,44,1,5.74,76.79,53.96,83.89,90.38,34.5,1489.1,2.57,0,0,0
20384,2.71,0.46,96.45,2.7,0.71,13.86,23.76,11.41,9.42,18516,90.84,44250,85.36,0.7,59.8,20.6,1.72,19.0,50246,20380,20482,8776,3241,20587,11918,417,2.06,2.98,9.55,31.41,2.13,70.85,9.83,22.02,9.53,35.34,6.32,22.72,8.94,7.68,3.09,86.71,86.35,93.62,85.82,57.54,67.35,70,0.5,729,13.58,16.6,25.1,29.22,0.49,0.59,0.9,1.04,94.11,0.37,2.53,1.98,2.68,2.79,2.22,85.27,0.73,29.21,3,354,95.51,82.18,0.0,25.42,1972,0.4,0.39,83800,113400,150600,66800,408,456,507,99,539,21.6,19.1,10.9,0,0,3.58,69.22,53.75,71.41,86.92,18.4,1107.2,0.34,0,1,1
