age,two_year_recid,c_charge_degree,sex,priors_count,length_of_stay,race,unrelated_column_one,unrelated_column_two,response
24,0,F,Male,0,1,1,1,0,0
33,0,F,Female,1,84,0,1,1,1
39,0,M,Female,0,0,0,0,1,1
60,1,F,Female,0,1,0,1,1,1
51,0,M,Male,4,7,1,1,0,1
38,0,M,Female,1,1,0,0,0,1
57,1,F,Male,28,2,1,1,1,0
26,1,F,Male,0,0,0,1,0,1
20,1,M,Male,1,0,1,0,1,1
32,1,F,Male,4,0,0,0,1,0
29,1,F,Male,9,1,1,1,1,1
27,0,F,Male,2,20,1,0,1,1
26,0,M,Male,2,-1,1,1,1,1
22,0,F,Male,0,0,1,1,0,0
22,0,F,Male,3,2,0,1,0,1
31,0,F,Male,5,6,1,1,0,1
51,0,F,Male,3,16,0,0,0,1
30,1,F,Female,14,5,1,0,1,0
28,1,M,Male,2,1,0,1,0,1
35,1,M,Female,3,0,1,1,0,1
23,1,F,Male,2,0,1,0,1,1
22,0,F,Male,1,11,0,1,0,1
30,1,M,Male,4,15,1,0,0,0
25,1,M,Male,2,0,1,0,1,1
35,0,F,Female,3,0,0,0,0,1
47,0,F,Male,1,1,0,0,1,1
37,0,M,Male,0,1,1,0,1,1
29,1,M,Male,0,0,0,1,1,1
27,0,M,Male,0,1,1,0,0,1
67,0,F,Male,3,1,0,1,1,1
48,1,F,Male,9,3,1,1,1,1
24,1,F,Male,0,1,1,0,1,1
68,0,M,Male,4,11,0,0,1,1
57,0,F,Male,0,0,0,1,0,1
25,1,F,Male,9,87,0,0,0,0
53,0,F,Male,2,0,1,0,1,1
27,1,M,Male,1,28,0,0,0,1
52,1,F,Male,2,33,1,1,1,0
23,1,F,Male,2,1,1,1,1,1
21,1,F,Male,1,1,1,1,0,0
29,0,M,Male,0,42,1,1,0,1
57,1,M,Female,0,1,0,1,1,1
29,0,F,Male,0,13,0,1,0,1
24,0,F,Female,0,0,1,0,0,1
24,1,M,Male,9,3,1,1,1,0
23,0,F,Male,1,0,1,1,1,1
23,1,F,Male,0,0,1,1,1,1
27,0,F,Female,0,0,0,0,1,1
29,1,F,Male,7,2,1,0,0,0
44,1,F,Male,0,0,1,0,0,1
50,1,F,Female,2,0,0,0,0,1
36,1,F,Male,9,3,1,0,1,1
20,0,F,Male,0,0,1,1,1,1
51,0,F,Male,19,13,1,0,0,0
35,0,F,Female,1,1,1,1,0,1
36,0,F,Male,0,36,0,1,1,1
25,0,F,Female,0,0,0,1,1,1
52,1,M,Male,0,0,0,0,0,1
29,0,F,Male,0,1,1,0,1,1
18,1,F,Male,4,23,1,0,0,1
20,0,F,Female,0,0,1,0,1,1
22,1,F,Male,0,2,1,1,1,1
40,0,F,Male,13,1,1,0,0,0
21,1,M,Female,0,0,1,1,1,1
44,0,F,Male,0,1,0,0,1,1
24,1,F,Male,8,0,1,1,0,0
52,0,F,Male,1,24,0,0,1,1
20,0,F,Female,1,2,1,0,0,0
24,1,F,Male,4,3,1,0,1,1
46,0,F,Male,1,1,0,1,1,1
23,0,F,Male,0,3,1,0,0,1
27,0,F,Male,1,2,1,1,0,1
22,0,F,Male,6,1,1,1,1,0
21,0,F,Male,1,7,1,0,0,1
24,0,F,Male,0,2,0,1,1,1
31,1,F,Male,5,1,0,1,0,1
30,0,M,Male,1,1,1,0,1,1
34,0,F,Male,1,1,0,1,0,1
21,1,F,Male,1,1,1,1,1,1
37,1,F,Male,12,0,1,0,0,0
25,1,F,Male,1,1,0,0,1,1
25,0,F,Male,0,1,1,0,0,0
54,0,F,Female,0,1,1,0,1,1
42,0,M,Male,4,0,1,1,0,1
47,1,M,Male,13,66,0,1,0,1
24,0,M,Male,1,24,1,0,0,1
32,0,F,Male,0,1,1,1,1,1
25,0,F,Male,1,0,1,1,1,1
31,0,M,Male,0,21,1,1,0,1
41,0,F,Female,0,1,0,0,1,1
48,1,F,Female,0,9,1,1,1,1
46,1,M,Male,0,37,0,0,1,1
24,1,F,Male,1,1,0,1,1,1
27,1,F,Male,4,0,0,0,1,1
22,1,F,Male,1,36,0,0,0,1
35,0,M,Male,0,0,0,1,0,1
47,0,F,Male,5,2,1,0,0,1
46,0,M,Male,2,1,1,0,1,1
33,0,M,Male,3,0,0,0,1,1
23,0,F,Male,1,0,1,1,0,1
37,0,M,Male,2,1,0,1,0,1
21,1,F,Male,1,0,1,1,0,1
26,0,M,Male,5,0,0,1,0,1
40,0,F,Male,0,0,0,0,0,1
22,1,M,Male,3,10,0,1,1,0
44,0,F,Male,4,1,0,1,1,1
45,0,M,Female,0,0,0,1,0,1
23,1,M,Female,2,1,1,0,1,1
25,0,F,Female,1,0,1,0,1,1
25,0,F,Male,2,0,1,0,1,0
22,0,F,Male,0,0,1,0,0,1
41,0,F,Male,0,0,1,0,1,1
28,0,F,Male,0,0,1,0,0,1
28,0,F,Male,0,0,1,0,0,1
28,1,M,Male,3,8,1,1,0,1
52,0,F,Male,0,1,0,0,1,1
45,1,F,Male,3,0,0,0,0,1
27,1,F,Male,0,9,1,0,1,1
47,1,F,Male,14,0,1,1,1,0
50,1,M,Male,3,25,0,0,1,1
23,1,F,Male,2,1,1,1,1,0
32,0,F,Male,9,0,1,0,0,0
24,0,M,Female,0,0,1,0,1,1
24,0,F,Female,2,1,1,1,1,1
63,0,F,Female,1,0,1,0,0,1
28,1,F,Male,1,1,0,1,0,1
37,0,M,Female,0,5,1,0,0,1
25,0,F,Female,2,3,0,0,0,1
26,1,F,Male,6,18,1,1,0,0
43,1,M,Male,3,1,1,1,1,1
22,0,F,Male,1,1,0,1,1,0
25,1,M,Male,11,29,1,1,0,0
29,0,M,Male,0,1,1,0,0,1
57,0,M,Male,8,5,1,0,1,1
25,0,M,Male,2,1,0,1,1,1
29,0,M,Male,1,0,1,0,0,1
37,0,F,Female,0,0,1,0,1,1
25,0,M,Male,0,0,1,1,0,1
55,0,F,Male,0,0,0,1,0,1
25,0,F,Female,0,0,0,0,0,1
27,0,M,Male,3,3,0,1,0,1
23,1,F,Male,3,91,1,0,1,0
47,0,M,Female,0,0,1,0,0,1
22,1,M,Male,2,1,1,0,0,1
66,0,F,Male,0,1,0,0,0,1
55,1,M,Male,9,3,1,0,1,1
56,0,M,Male,0,1,0,0,0,1
30,1,F,Male,1,132,1,0,1,1
24,1,F,Male,5,1,1,0,0,1
45,0,M,Male,0,1,0,1,1,1
31,0,F,Female,0,2,1,0,1,0
37,1,F,Male,2,4,0,1,0,1
27,1,F,Male,8,1,1,1,1,1
29,1,F,Male,0,1,1,1,1,1
26,0,M,Male,0,1,0,1,1,1
48,1,M,Male,11,56,1,1,1,1
61,0,M,Male,2,0,1,1,1,0
50,0,M,Male,0,0,0,0,0,1
35,1,M,Male,3,0,0,0,0,1
58,1,F,Male,3,15,0,1,1,1
27,1,F,Male,4,1,1,1,0,1
55,0,M,Male,1,1,0,1,1,1
26,1,F,Male,8,41,0,0,1,0
23,0,M,Male,1,2,1,1,0,1
20,1,F,Female,0,0,0,1,0,0
21,1,M,Male,2,21,1,1,0,0
48,1,F,Male,1,129,0,0,0,1
19,1,F,Male,1,-1,1,0,1,0
35,1,F,Male,1,49,0,1,0,1
27,1,F,Male,12,1,1,1,1,0
22,1,F,Male,5,2,0,0,0,1
39,0,F,Female,6,0,1,1,1,1
40,1,M,Male,0,29,0,0,1,0
31,0,F,Male,6,3,0,1,0,1
33,0,F,Female,0,0,0,0,0,1
39,1,M,Male,6,35,1,1,1,1
28,0,F,Male,9,36,0,1,1,0
45,1,F,Female,6,1,0,0,0,1
29,1,F,Male,1,1,1,0,0,1
25,0,M,Female,0,0,1,1,1,1
26,0,M,Male,0,2,0,0,1,1
29,1,F,Female,9,14,1,1,0,1
36,1,F,Female,3,0,1,1,0,1
22,1,M,Male,0,0,1,1,1,1
28,0,F,Male,11,1,0,1,1,1
34,1,F,Male,6,13,1,0,0,0
56,1,F,Male,31,0,1,1,0,1
29,1,F,Female,6,67,0,0,1,1
29,1,M,Male,7,0,1,0,0,0
35,1,F,Male,6,10,1,0,0,0
38,0,F,Male,11,18,1,1,0,1
20,1,M,Male,0,0,1,1,1,1
38,0,F,Male,15,55,1,0,1,1
25,0,F,Male,6,1,0,0,1,1
45,0,M,Female,0,1,0,1,0,1
31,1,F,Male,16,52,1,0,1,0
33,0,M,Male,2,0,1,1,1,1
25,0,F,Female,0,0,0,0,0,1
34,0,M,Male,2,25,1,1,1,1
52,0,F,Male,20,27,0,0,0,1
51,0,F,Male,0,1,0,0,0,1
21,1,F,Male,0,0,0,0,0,1
34,1,F,Male,13,18,0,1,1,0
24,1,M,Female,0,0,0,1,0,1
22,1,F,Male,11,0,1,1,1,0
39,0,F,Male,1,0,1,1,0,0
52,0,F,Male,0,13,1,0,1,1
43,1,F,Male,3,1,1,1,0,1
27,0,F,Male,1,1,1,0,0,0
22,1,F,Male,1,0,1,1,1,1
25,0,F,Male,0,0,0,1,1,1
31,0,M,Male,0,0,0,0,1,1
30,1,F,Male,1,2,0,0,1,1
22,1,F,Male,13,0,1,0,1,0
36,0,M,Female,1,0,1,0,1,1
43,1,F,Male,6,9,0,1,1,1
22,1,F,Male,6,0,0,1,1,0
31,1,F,Male,15,2,1,1,1,0
38,0,M,Male,0,0,0,1,1,1
48,0,M,Male,0,0,0,1,0,1
26,1,M,Male,8,26,1,1,1,1
27,1,F,Male,4,0,1,0,1,1
23,0,M,Male,1,0,0,1,1,1
24,0,F,Male,0,2,1,1,0,1
26,1,F,Male,1,4,1,1,1,0
71,0,F,Male,13,0,0,0,1,1
49,0,F,Male,0,0,0,1,0,1
23,0,M,Female,0,1,0,0,1,1
21,1,F,Male,0,1,1,1,1,0
34,0,F,Male,15,1,0,0,1,1
68,1,F,Male,7,5,0,0,0,1
23,1,F,Male,4,0,0,0,0,1
23,0,M,Female,0,1,1,0,0,1
41,1,F,Male,11,118,0,1,0,1
29,1,F,Male,7,0,0,0,1,0
37,1,F,Male,22,81,1,0,1,0
33,0,M,Male,2,0,0,1,0,1
22,1,F,Male,0,0,1,1,1,1
36,0,M,Male,0,1,0,0,0,1
51,0,F,Male,2,34,0,1,0,1
39,1,F,Male,3,34,1,1,0,1
23,0,F,Male,0,0,1,1,1,1
21,0,F,Male,0,1,1,1,0,0
52,1,F,Male,0,26,1,0,1,1
21,1,F,Male,1,36,0,1,0,1
28,1,M,Male,0,0,1,1,0,1
27,0,M,Male,3,37,1,0,0,1
36,0,F,Male,0,0,1,1,0,1
26,1,F,Male,2,148,1,1,0,1
32,0,M,Male,0,0,0,1,0,1
23,1,F,Male,4,0,1,0,0,0
33,1,F,Female,2,2,1,1,0,1
23,1,M,Male,2,80,1,0,0,0
24,1,M,Male,9,4,1,1,1,0
29,0,M,Female,0,0,0,0,0,1
24,1,F,Male,4,51,1,1,0,0
31,1,F,Male,2,3,1,1,0,1
19,1,F,Female,2,22,0,0,0,0
58,0,M,Male,0,0,0,0,1,1
31,1,M,Male,6,0,0,1,0,1
24,0,F,Male,0,0,0,1,1,1
54,0,F,Male,1,0,1,0,0,1
54,1,M,Male,4,78,1,1,1,1
25,0,M,Female,0,2,0,1,0,1
21,0,F,Male,1,0,1,0,1,1
39,0,M,Male,1,3,0,1,0,1
33,1,F,Male,7,1,0,0,1,0
31,1,F,Male,16,482,0,0,1,0
25,1,M,Male,2,0,0,0,1,1
40,0,F,Female,0,-1,1,1,1,1
32,1,F,Male,0,5,0,0,0,1
27,1,M,Male,0,0,1,0,0,1
20,1,F,Male,1,15,0,0,0,0
25,0,F,Female,5,0,0,1,0,1
44,0,F,Male,3,0,0,1,0,1
28,0,M,Female,0,0,0,1,1,1
53,1,M,Male,8,4,0,0,1,1
28,0,F,Male,4,1,1,1,0,1
21,0,F,Male,1,0,0,1,1,1
27,0,M,Male,1,2,1,1,1,1
96,1,F,Male,2,0,0,1,0,1
35,0,F,Male,1,2,0,1,0,1
21,0,F,Male,3,22,0,0,1,1
21,0,F,Female,0,2,0,0,0,1
37,0,F,Male,5,10,0,0,1,1
53,1,F,Female,6,10,0,1,0,1
25,0,M,Female,0,0,0,0,0,1
33,0,F,Male,0,1,0,1,1,1
37,1,M,Male,1,0,0,1,0,1
27,1,F,Male,8,1,0,1,1,1
47,1,F,Male,3,11,1,0,0,1
35,0,F,Female,0,1,0,0,1,1
51,1,F,Male,8,1,0,0,0,1
26,1,F,Male,6,1,1,0,0,0
49,1,F,Male,1,20,0,1,1,1
36,1,M,Male,3,45,0,0,0,1
42,1,F,Male,14,1,1,1,1,1
29,0,F,Female,0,1,1,1,0,0
44,0,F,Male,9,25,1,0,1,0
43,0,F,Male,1,1,1,1,0,1
64,0,M,Male,0,1,1,0,0,1
53,0,F,Male,4,-1,0,1,0,1
34,0,F,Male,10,1,1,1,1,1
58,1,M,Male,2,0,0,0,1,1
61,1,F,Male,1,4,0,0,1,1
44,0,F,Male,4,1,0,1,1,1
31,1,M,Male,9,27,1,0,1,0
63,1,F,Male,9,1,1,0,0,1
32,1,F,Male,1,0,0,0,0,1
56,0,M,Male,1,3,0,1,1,1
21,1,F,Male,0,30,1,0,0,1
29,1,F,Male,0,12,1,1,0,1
32,0,F,Male,1,-1,1,0,0,1
31,1,F,Male,11,-1,1,1,0,0
33,1,M,Male,0,1,1,1,1,0
38,0,F,Male,1,0,0,1,0,1
31,1,F,Male,15,91,1,0,1,1
24,0,F,Female,0,1,1,1,1,1
34,1,F,Female,5,0,0,1,1,1
21,1,F,Male,1,0,1,0,0,0
40,0,M,Female,0,0,0,1,0,1
31,0,M,Male,1,1,1,0,1,1
32,0,F,Male,1,0,0,1,1,1
46,0,M,Male,1,0,0,0,0,1
22,0,F,Male,3,33,1,1,0,0
57,1,M,Male,8,-1,1,0,1,1
39,0,M,Male,2,0,0,1,0,1
32,0,F,Male,7,1,0,0,0,1
58,1,F,Male,0,1,1,1,1,1
24,0,F,Male,1,0,1,1,1,1
41,1,F,Male,19,48,1,1,1,1
34,0,M,Male,2,1,0,1,1,1
54,0,F,Male,0,6,0,0,1,1
23,1,F,Male,4,0,1,0,1,0
20,1,M,Female,3,0,0,0,1,0
43,0,F,Male,9,0,0,1,0,1
62,1,M,Male,3,1,1,1,0,1
43,0,M,Male,8,1,1,0,0,1
28,0,F,Male,1,4,0,1,0,1
33,0,M,Male,2,1,0,1,1,1
26,1,M,Male,10,5,1,1,1,1
32,1,F,Male,0,22,0,1,1,1
23,1,F,Female,3,5,1,1,1,0
43,1,F,Male,1,64,0,0,1,1
31,1,F,Female,7,1,1,1,0,1
39,1,F,Female,1,2,1,0,0,1
59,1,F,Male,4,1,1,1,1,1
65,0,F,Female,0,0,0,0,0,1
54,0,F,Male,1,0,0,0,1,1
43,0,F,Male,8,1,0,1,1,1
33,0,M,Female,0,0,0,1,0,1
34,0,M,Female,1,15,1,1,0,1
30,1,F,Male,12,9,1,0,1,0
58,0,M,Male,5,2,0,0,0,1
62,0,M,Male,0,0,1,1,1,1
57,0,F,Male,2,2,0,1,1,1
23,0,F,Male,0,0,1,1,1,1
54,0,F,Female,2,0,0,1,0,1
29,0,F,Male,0,72,1,1,0,1
39,1,F,Male,9,1,0,1,0,1
25,0,F,Male,1,0,1,1,1,1
46,0,M,Male,0,-1,0,1,0,1
23,1,F,Female,0,0,1,0,1,1
31,1,F,Male,8,0,1,0,0,0
37,1,M,Male,5,6,1,0,1,1
24,0,M,Female,1,0,0,1,0,1
50,0,F,Female,1,1,1,1,1,1
32,1,F,Male,7,51,1,1,0,1
27,1,F,Male,6,0,1,0,0,0
41,0,F,Male,2,14,1,0,0,1
38,0,M,Male,3,1,0,1,0,1
37,0,F,Male,1,0,0,1,1,1
47,0,F,Female,0,3,0,0,0,1
29,0,F,Male,4,0,0,1,1,0
35,0,M,Male,4,1,1,1,1,1
27,0,F,Male,0,2,1,1,1,1
27,0,F,Male,1,1,0,1,0,1
24,1,M,Male,0,0,0,0,1,1
21,1,F,Male,2,28,1,1,0,1
45,0,M,Female,0,0,0,0,1,1
38,0,F,Male,3,1,1,0,1,1
24,1,F,Male,7,68,1,1,1,0
55,1,F,Male,21,85,1,1,1,1
40,0,F,Male,21,29,1,0,1,1
55,0,F,Male,0,1,1,1,0,1
56,0,F,Male,1,0,0,0,0,1
42,1,M,Female,0,0,1,0,1,1
31,1,M,Female,1,10,0,0,0,1
32,0,F,Male,7,5,1,1,1,1
21,1,F,Female,0,1,1,0,0,0
44,0,M,Male,4,1,0,1,1,1
54,1,F,Male,10,0,1,1,1,1
30,0,F,Male,0,0,1,0,1,1
61,0,M,Male,0,2,0,0,0,1
29,0,M,Male,1,11,0,0,0,0
31,0,M,Female,0,0,0,0,0,1
31,0,M,Male,1,1,1,1,0,1
58,0,F,Female,4,1,1,1,0,1
22,0,M,Male,0,0,0,0,0,1
27,1,F,Male,13,14,1,0,0,1
20,0,F,Male,1,0,1,0,0,1
47,0,F,Male,0,2,0,0,1,1
32,1,M,Male,2,5,0,1,0,1
44,1,M,Female,0,0,0,0,0,1
37,0,M,Female,0,0,0,0,1,1
38,1,M,Male,16,33,1,0,0,0
31,1,F,Male,10,1,1,1,1,1
31,1,F,Male,4,24,1,0,1,0
36,1,F,Male,1,106,0,0,0,1
73,0,M,Male,0,1,0,1,0,1
33,0,F,Male,2,1,0,1,1,1
23,1,F,Male,2,0,0,0,1,0
23,0,M,Male,1,9,0,0,0,1
31,1,M,Male,9,0,1,1,1,1
50,1,F,Male,18,248,1,0,0,0
38,0,F,Male,9,2,1,1,0,1
59,1,F,Male,1,0,0,1,0,1
31,0,M,Female,0,4,0,1,0,0
33,1,M,Male,2,1,0,1,0,1
52,0,F,Female,0,2,1,1,0,1
20,1,F,Male,4,376,1,1,1,0
36,1,F,Male,0,0,0,1,0,1
31,0,F,Male,0,0,1,0,1,1
35,0,F,Male,13,4,0,0,1,1
25,0,M,Female,0,0,0,1,0,1
29,1,F,Male,12,0,1,0,0,1
59,0,M,Male,0,1,1,1,0,1
23,1,F,Male,2,58,0,1,1,1
25,1,F,Male,4,19,1,1,1,0
43,1,M,Male,0,1,0,0,0,1
22,1,F,Male,0,1,0,1,1,1
31,0,F,Male,6,25,1,1,0,1
23,0,M,Male,0,0,0,0,0,1
23,0,M,Male,0,2,0,1,0,1
43,0,F,Male,3,1,0,0,1,1
31,1,F,Male,1,-1,1,0,1,0
28,0,M,Male,2,6,1,1,1,1
26,0,F,Male,0,173,0,0,1,1
55,0,M,Male,1,4,0,1,0,1
33,0,M,Female,3,1,1,1,1,1
26,1,M,Male,3,1,1,0,1,1
36,0,F,Male,11,0,1,0,1,1
30,0,M,Female,0,0,0,1,1,0
20,0,F,Male,0,-1,1,1,0,1
54,1,F,Male,4,1,1,1,0,1
39,0,F,Male,1,1,0,0,1,1
28,1,M,Male,3,1,1,0,0,1
34,1,F,Male,0,1,0,0,0,1
23,0,M,Male,2,1,0,1,1,1
42,1,F,Female,8,1,1,1,1,0
26,1,F,Female,1,27,1,1,0,1
46,1,F,Female,2,9,1,0,0,0
26,0,F,Male,2,0,0,1,0,1
49,0,F,Male,0,0,0,1,0,1
26,1,F,Male,0,-1,1,0,1,1
37,0,M,Male,12,52,1,0,0,0
24,0,F,Male,1,141,1,0,1,1
25,1,M,Male,2,0,1,1,1,1
27,1,F,Male,0,0,0,0,1,1
36,1,F,Female,1,0,1,0,1,1
45,1,M,Male,13,6,1,1,1,1
55,0,F,Female,2,2,0,0,1,1
54,1,F,Male,3,8,0,1,0,1
19,1,F,Male,1,8,0,0,1,0
43,0,M,Female,0,1,1,0,0,1
58,1,M,Male,2,83,0,1,0,1
34,0,F,Male,12,34,1,0,0,1
39,1,F,Male,10,1,0,0,0,0
43,0,M,Female,0,0,0,1,0,1
19,1,M,Male,1,9,1,0,1,1
32,1,F,Female,6,3,1,1,1,1
26,1,F,Male,2,2,1,1,1,1
27,0,M,Female,0,1,1,0,0,1
48,1,M,Female,8,23,0,0,1,1
37,1,F,Male,0,2,0,1,0,1
28,0,F,Male,4,0,1,0,1,1
23,0,M,Male,0,0,1,0,0,1
31,1,F,Female,0,0,0,0,1,1
37,0,M,Male,8,1,1,1,0,1
28,0,F,Male,1,3,0,0,1,1
26,0,M,Male,2,0,1,1,1,1
30,0,F,Female,1,0,1,0,0,1
36,1,M,Male,9,1,0,1,1,1
25,1,M,Male,0,1,1,0,1,1
54,0,F,Male,0,-1,0,1,1,1
25,1,M,Male,1,0,1,0,1,1
28,1,F,Male,0,15,1,0,1,1
22,1,M,Male,1,4,1,1,1,1
21,1,F,Male,0,1,0,0,0,1
31,1,F,Male,0,35,0,1,0,1
29,1,M,Male,1,99,1,0,1,1
25,1,F,Male,1,0,1,0,0,1
32,0,F,Male,2,0,0,1,1,1
40,0,M,Male,1,1,1,0,0,1
21,1,F,Male,0,1,1,1,1,1
20,1,F,Male,2,192,0,1,1,0
46,1,F,Male,0,0,1,0,0,1
29,0,F,Male,0,1,1,0,0,1
23,1,F,Male,0,0,0,0,1,1
23,1,M,Male,2,19,0,0,1,1
33,0,F,Male,0,141,1,0,1,0
21,0,M,Male,0,3,1,1,1,1
28,1,F,Female,1,1,0,0,1,1
24,0,F,Male,0,0,1,1,0,1
42,1,M,Male,1,0,0,0,0,1
26,1,F,Male,3,1,0,0,1,1
56,0,F,Male,1,0,1,0,0,1
24,0,F,Male,1,6,0,1,1,0
32,1,F,Male,3,8,1,0,0,1
22,0,M,Male,0,1,1,1,1,1
32,0,F,Female,11,0,1,1,0,1
51,0,M,Male,0,1,1,0,0,1
35,1,M,Male,0,15,0,0,0,0
26,0,M,Male,1,14,1,0,1,1
33,0,M,Male,3,0,0,0,0,1
29,1,F,Male,3,-1,1,0,0,1
54,1,M,Male,12,118,1,1,0,1
46,0,M,Male,0,1,1,1,1,1
39,0,F,Male,1,4,1,1,1,1
35,1,M,Male,12,1,1,1,0,1
55,0,F,Male,7,0,0,1,0,0
25,1,M,Male,8,1,1,1,1,0
30,0,M,Male,1,0,0,0,1,1
23,1,F,Male,0,0,1,0,1,1
36,1,F,Female,5,0,1,0,1,1
32,0,F,Male,0,7,0,0,1,1
27,0,F,Male,7,4,1,1,1,1
47,1,M,Male,0,3,0,1,1,1
28,1,M,Male,4,0,1,0,1,1
28,1,F,Male,25,25,1,1,0,0
26,1,F,Male,2,0,1,0,1,1
34,1,M,Male,0,29,1,1,0,1
43,0,M,Male,0,0,0,1,1,1
28,0,F,Male,0,1,0,0,0,1
28,0,M,Female,0,0,0,0,0,1
24,1,M,Female,3,2,1,1,0,1
22,0,M,Female,0,-1,0,1,1,1
25,1,M,Male,2,1,0,0,1,1
29,0,M,Male,2,1,0,1,1,1
39,0,F,Female,1,62,1,0,0,1
24,1,M,Male,2,49,1,1,1,0
37,0,M,Male,3,80,1,1,1,1
32,1,F,Male,4,44,1,0,1,1
24,1,F,Male,0,1,0,1,1,1
22,1,F,Male,3,26,1,0,1,0
34,0,M,Male,2,1,0,1,0,1
63,0,F,Male,1,1,1,1,0,1
24,1,M,Male,3,1,0,0,1,0
51,1,F,Male,15,34,1,0,0,0
31,0,F,Male,0,0,1,0,0,0
56,0,F,Male,4,2,1,0,0,1
34,0,F,Female,0,1,0,1,1,1
66,1,F,Male,33,13,1,0,0,1
46,0,F,Male,0,0,0,0,1,1
23,1,F,Female,2,1,1,1,0,1
23,0,F,Male,1,0,1,1,0,1
27,1,F,Male,18,178,0,1,1,0
34,0,F,Male,1,2,0,1,1,1
22,1,F,Male,2,30,1,1,1,0
31,1,F,Male,7,77,1,1,1,1
25,0,M,Male,0,0,1,0,0,1
45,1,F,Male,0,0,1,0,0,1
25,1,F,Male,10,7,1,1,0,0
28,1,F,Male,5,0,1,1,0,1
21,0,F,Male,0,1,0,0,1,1
31,0,M,Female,0,0,1,0,1,1
56,0,M,Male,9,0,1,1,1,0
50,0,M,Male,3,0,1,0,0,1
28,0,M,Male,3,0,1,1,0,1
23,0,F,Male,0,1,0,0,1,0
55,1,F,Male,1,1,0,1,1,1
29,0,M,Male,0,0,1,1,0,1
28,1,F,Male,16,29,0,0,0,0
21,1,F,Male,0,2,0,0,0,1
54,0,M,Female,0,0,0,0,1,1
47,1,M,Male,5,0,0,0,0,1
21,1,F,Male,0,6,1,0,1,0
29,1,F,Male,3,0,0,0,0,1
26,1,M,Male,0,1,0,1,1,1
32,0,M,Male,0,0,1,1,1,0
51,0,F,Female,0,1,0,1,0,1
27,0,M,Male,0,2,1,0,0,1
34,0,F,Male,0,14,0,0,1,1
34,1,F,Male,16,1,1,0,0,0
24,0,F,Female,1,0,0,0,1,1
23,1,M,Male,2,3,1,1,1,1
27,1,F,Male,6,39,1,1,1,1
58,0,F,Male,0,0,0,1,0,1
55,1,M,Male,0,30,0,0,1,1
24,0,M,Female,0,0,0,0,1,1
49,0,F,Female,4,3,0,0,0,1
32,1,F,Male,10,3,1,0,1,1
60,0,M,Male,2,10,0,0,0,1
48,1,F,Male,0,68,0,0,1,0
38,0,M,Female,0,0,1,1,0,1
36,0,F,Female,0,12,1,1,0,1
24,1,M,Female,3,0,0,1,1,1
23,1,F,Male,3,244,0,0,1,1
37,1,M,Male,8,1,1,0,1,1
47,1,F,Male,7,57,1,0,1,1
21,0,F,Male,0,1,1,1,0,1
29,1,F,Male,8,2,1,0,1,0
22,0,F,Male,3,0,1,1,0,0
32,1,F,Male,17,112,1,1,0,0
49,1,F,Male,12,2,0,1,1,1
29,0,M,Male,0,0,0,1,0,1
41,1,M,Male,18,33,1,0,0,0
27,0,M,Male,0,1,1,0,0,1
42,0,M,Female,0,0,0,0,0,1
46,1,F,Female,7,3,0,1,1,1
24,1,F,Male,4,1,1,0,1,1
40,1,F,Male,10,4,0,0,1,1
36,0,F,Male,0,24,0,0,1,1
57,0,F,Male,6,1,0,1,0,1
26,1,F,Male,5,35,0,0,0,1
38,0,F,Male,14,56,1,0,0,1
22,0,F,Male,0,1,1,1,1,1
25,0,F,Male,2,58,1,0,0,1
26,1,F,Male,1,3,0,1,1,1
50,1,M,Male,1,5,0,1,1,1
35,0,M,Female,1,0,0,1,1,1
48,1,F,Male,5,0,1,1,0,1
45,0,M,Female,9,75,1,0,1,1
63,0,F,Male,0,0,0,0,0,1
41,0,M,Female,5,0,1,1,0,1
28,1,F,Male,8,3,1,0,1,1
28,1,F,Male,3,1,0,0,0,1
48,0,M,Female,0,0,0,0,1,1
28,1,F,Male,6,0,1,1,0,0
23,1,M,Male,1,0,0,1,0,1
22,0,F,Male,0,57,0,1,1,0
38,0,M,Male,2,28,0,1,1,1
24,1,F,Male,1,6,1,1,1,1
56,0,F,Male,1,15,0,1,1,1
44,0,F,Male,7,1,1,1,1,1
30,1,F,Male,1,-1,0,0,0,1
30,1,F,Male,11,2,1,0,1,0
23,1,F,Male,4,143,1,1,1,0
51,0,M,Male,0,0,0,0,1,1
22,0,F,Male,1,0,1,0,1,1
25,1,M,Female,2,1,0,1,0,1
25,1,M,Male,0,21,0,1,1,1
31,0,F,Male,0,0,1,0,0,1
30,0,M,Male,0,0,0,0,1,1
35,0,F,Male,7,28,1,1,1,1
38,0,M,Male,7,197,1,0,1,1
28,1,M,Male,4,1,0,0,0,1
22,1,M,Female,2,2,0,0,1,1
55,0,M,Female,0,0,0,1,0,1
23,0,F,Male,1,0,1,0,0,1
43,1,F,Male,4,1,1,0,1,1
24,1,F,Male,1,57,1,0,0,1
25,0,F,Male,1,-1,1,1,0,1
45,1,F,Male,20,2,0,0,1,1
57,0,F,Male,1,17,0,1,0,1
22,0,M,Female,0,0,1,1,0,1
32,1,M,Male,2,0,0,1,1,1
21,1,M,Male,1,0,0,0,1,1
23,1,M,Male,0,0,1,1,0,1
33,1,M,Male,3,114,1,0,1,1
31,1,F,Female,1,33,1,0,0,1
44,1,M,Male,10,5,1,1,1,1
34,1,F,Male,4,1,0,1,1,1
