age,two_year_recid,c_charge_degree,race,sex,priors_count,length_of_stay,response
23,0,M,0,Male,0,2,1
47,1,F,1,Male,22,1,1
28,1,F,0,Male,3,165,0
20,1,F,1,Male,2,2,0
35,1,F,1,Female,12,0,1
20,1,F,1,Male,1,1,0
45,0,M,0,Female,5,0,1
27,1,F,1,Male,9,0,1
30,1,F,1,Male,14,2,0
35,0,F,1,Female,5,0,1
28,0,M,1,Male,5,1,0
44,0,F,1,Male,0,1,1
28,1,F,1,Male,2,1,1
24,0,F,0,Male,0,1,1
30,0,F,0,Male,0,1,1
38,0,M,0,Male,0,0,1
24,0,F,0,Male,0,1,1
34,0,M,1,Male,4,1,1
22,0,F,0,Male,0,0,1
41,0,F,0,Male,0,1,1
34,0,F,0,Male,15,1,1
36,1,F,1,Male,1,31,0
25,1,F,1,Male,0,2,1
37,1,M,0,Male,1,0,1
45,0,M,0,Male,0,1,1
27,1,F,1,Male,12,1,0
35,0,F,1,Male,0,0,1
36,0,M,1,Male,9,1,0
57,0,F,0,Male,2,2,1
38,1,F,1,Male,16,241,0
36,0,M,0,Male,1,0,1
36,0,F,1,Male,0,0,1
47,0,F,1,Male,1,0,1
21,1,F,0,Male,1,0,1
50,0,M,0,Female,0,1,1
42,0,M,0,Female,0,0,1
23,0,M,1,Male,1,0,1
33,1,M,1,Male,2,-1,1
26,1,F,1,Male,8,0,0
60,0,F,0,Female,2,1,1
22,1,F,1,Male,2,1,1
48,1,M,0,Male,1,0,1
23,0,F,1,Female,1,0,1
61,1,F,1,Male,15,1,1
53,1,F,0,Male,9,117,1
25,1,F,0,Male,2,1,1
30,0,F,1,Male,1,0,1
27,1,F,1,Male,13,14,1
28,1,F,1,Male,7,0,0
21,1,F,1,Male,1,0,0
21,0,M,1,Male,1,0,0
20,1,F,0,Male,2,192,0
25,1,F,0,Male,10,7,0
20,1,F,0,Male,0,6,0
56,1,M,0,Male,0,-1,1
28,0,F,1,Male,1,0,1
32,0,F,0,Male,1,0,1
22,1,F,1,Male,2,0,1
59,0,F,0,Male,0,1,1
30,0,F,1,Female,1,0,1
33,1,F,0,Male,6,152,1
22,0,M,0,Male,0,0,1
21,1,F,1,Male,1,15,1
23,1,F,1,Female,2,0,0
23,0,F,1,Male,0,1,1
33,1,M,1,Male,7,1,1
27,0,F,0,Male,1,0,1
30,1,F,0,Female,3,530,1
35,1,F,0,Male,4,1,1
20,1,F,1,Male,2,58,1
27,1,F,1,Male,4,34,0
27,0,F,1,Male,1,2,1
32,1,F,0,Male,15,90,0
23,1,F,1,Male,1,9,0
42,0,F,0,Male,1,0,1
21,1,F,0,Male,0,1,1
30,0,M,1,Male,0,1,0
51,0,F,1,Male,1,7,1
30,0,F,0,Male,0,1,1
29,1,F,0,Male,1,0,1
49,0,F,0,Male,8,24,1
25,0,F,1,Male,0,1,1
23,1,F,0,Male,4,-1,1
50,0,M,0,Male,4,26,1
25,0,M,0,Male,0,0,0
40,1,F,0,Male,8,40,1
57,0,F,0,Male,1,19,1
21,0,F,1,Male,1,0,1
38,0,F,0,Male,1,0,1
32,0,M,0,Male,0,1,1
26,0,F,1,Male,1,1,1
25,0,F,1,Male,1,0,1
28,0,F,1,Male,0,0,1
35,0,M,0,Male,2,0,1
68,0,F,1,Male,2,0,1
64,0,M,0,Male,0,0,1
26,1,F,1,Male,5,27,1
55,0,M,0,Male,0,2,1
46,1,F,0,Male,2,2,1
50,0,F,1,Male,1,0,1
27,0,F,0,Male,1,5,1
56,0,F,0,Female,3,0,1
34,0,F,0,Male,5,1,1
50,0,F,1,Male,0,0,1
45,0,M,0,Male,1,-1,1
45,0,M,0,Male,0,1,1
27,1,M,1,Male,3,6,1
61,0,M,0,Male,0,0,1
50,1,F,0,Male,2,9,1
21,0,F,0,Male,1,0,1
25,0,F,0,Male,1,1,1
37,0,M,0,Male,0,0,1
29,1,F,0,Female,1,1,1
24,1,M,1,Male,1,123,0
34,1,M,0,Male,0,29,1
32,0,M,1,Male,0,0,0
44,1,M,0,Male,0,2,1
51,1,M,1,Male,0,30,1
25,1,M,0,Female,2,0,1
24,1,F,1,Male,1,0,1
26,1,F,0,Male,0,1,1
49,0,M,0,Female,1,0,1
21,0,F,1,Male,0,0,1
32,0,F,0,Male,2,1,1
21,1,F,1,Female,1,0,1
27,0,F,1,Male,4,0,1
21,1,M,1,Male,0,0,1
35,0,F,1,Male,6,0,1
29,0,F,1,Female,0,2,1
35,1,F,1,Male,23,1,0
29,0,F,0,Male,0,13,1
28,1,F,1,Female,3,4,1
47,0,M,0,Male,0,0,1
26,1,F,1,Male,1,22,1
56,1,F,0,Male,7,0,1
23,0,F,1,Male,1,35,1
31,1,F,1,Male,10,1,1
23,1,M,0,Male,4,0,1
41,0,F,1,Male,6,6,1
28,0,F,0,Female,1,9,1
20,1,F,1,Female,2,23,0
33,1,F,0,Male,1,10,0
31,0,F,1,Male,0,0,1
21,1,M,1,Male,0,1,1
35,1,F,0,Female,0,-1,1
37,0,F,0,Male,0,19,1
24,1,F,1,Male,4,3,1
29,0,F,1,Male,7,2,1
56,0,F,1,Male,0,1,1
28,1,M,1,Male,14,20,1
41,1,F,1,Male,19,48,1
21,1,F,1,Male,1,2,1
65,0,M,1,Male,7,0,1
34,0,M,0,Male,2,1,1
35,1,F,1,Male,13,0,0
54,0,F,1,Male,21,0,1
51,0,F,0,Male,3,16,1
52,0,F,0,Male,0,0,1
56,1,F,1,Male,5,597,1
27,0,F,1,Male,1,0,1
69,0,F,0,Female,5,1,1
42,1,M,0,Female,4,0,1
57,0,M,1,Female,0,77,1
28,0,M,1,Male,0,0,1
27,1,F,1,Male,6,0,1
26,0,M,0,Female,1,5,1
47,0,M,0,Male,0,1,1
27,1,F,1,Male,15,48,0
42,1,M,1,Male,13,0,0
30,1,F,1,Male,12,-1,0
49,0,M,0,Male,2,1,1
25,0,F,0,Male,2,9,1
20,0,F,1,Male,1,0,1
36,0,F,0,Male,5,3,1
33,0,F,1,Female,1,0,1
36,1,F,1,Male,2,2,1
26,1,F,1,Male,10,0,0
36,1,F,0,Male,1,18,1
22,1,M,0,Male,2,0,1
46,1,F,1,Male,15,6,1
59,0,F,0,Male,0,0,1
32,1,F,1,Male,15,7,0
27,0,M,0,Female,0,0,1
42,0,M,1,Male,1,7,1
23,1,M,1,Male,0,0,1
24,0,F,1,Female,7,1,0
23,0,M,0,Male,1,5,1
46,0,F,1,Female,4,0,1
57,0,M,1,Male,2,0,1
26,0,F,1,Male,2,1,1
21,1,F,1,Female,2,1,0
21,0,M,0,Female,0,0,1
61,0,F,0,Male,1,1,1
41,0,F,0,Male,1,2,1
22,1,F,0,Male,1,19,0
37,0,F,1,Female,0,1,1
48,0,F,0,Male,6,5,1
23,1,F,0,Male,0,0,1
32,0,F,1,Female,0,0,1
25,1,F,0,Male,6,0,0
25,0,F,1,Male,1,2,1
35,1,F,1,Male,6,0,0
37,1,F,0,Male,6,1,1
37,0,F,1,Male,4,92,1
37,0,F,1,Female,3,29,1
57,0,M,0,Female,1,0,1
23,0,M,1,Female,0,0,1
40,0,M,0,Male,0,1,1
25,0,F,1,Male,2,58,1
35,1,M,0,Male,0,15,0
33,0,M,1,Male,2,1,1
32,1,F,1,Male,1,1,1
24,0,F,1,Female,0,2,1
30,0,M,1,Female,0,0,1
43,0,F,1,Male,2,5,1
42,1,F,1,Female,17,8,0
42,0,F,0,Male,0,0,1
28,0,F,1,Male,1,2,1
40,0,M,0,Male,0,-1,1
31,1,F,1,Female,0,0,1
52,0,F,0,Male,1,0,1
38,0,M,1,Male,0,-1,1
58,0,F,0,Male,0,0,1
20,0,F,1,Male,0,-1,1
23,1,F,0,Male,2,7,0
63,1,F,0,Male,23,2,1
36,1,F,1,Male,7,1,1
21,0,M,0,Male,0,0,1
38,1,F,1,Male,7,6,1
52,1,M,1,Male,3,31,1
48,1,F,1,Male,5,242,0
43,0,F,1,Male,20,1,0
59,0,M,0,Male,0,0,1
33,0,F,0,Male,9,0,1
47,0,F,1,Male,1,49,1
24,1,M,1,Male,1,0,1
43,0,F,0,Female,0,0,1
30,1,F,1,Male,21,1,1
28,1,F,1,Male,5,51,1
36,1,F,1,Male,26,0,0
42,0,F,1,Male,0,0,1
48,0,F,0,Male,7,0,1
24,0,M,1,Female,6,310,1
42,1,F,1,Male,0,7,1
32,1,F,1,Male,3,37,1
43,0,F,1,Male,1,1,1
39,1,F,0,Female,0,1,1
42,1,F,0,Male,1,51,1
35,0,F,1,Male,7,195,1
51,0,M,0,Male,0,0,1
46,0,F,0,Male,0,1,1
32,1,M,0,Male,9,4,1
30,0,M,1,Male,5,1,0
25,0,M,1,Female,0,0,1
27,1,F,1,Female,1,0,1
24,1,M,0,Female,3,0,1
50,1,M,0,Female,0,0,1
28,0,F,0,Male,1,4,1
53,1,F,1,Male,2,7,1
20,1,M,1,Female,0,1,1
32,0,F,0,Male,0,1,1
24,0,F,1,Male,1,0,1
37,0,F,0,Male,0,0,1
24,1,M,1,Male,0,20,1
62,0,F,0,Male,0,0,1
29,1,F,1,Male,29,5,0
20,1,F,1,Male,5,1,0
66,0,M,0,Male,0,1,1
37,1,M,0,Male,4,82,1
41,0,F,1,Male,0,0,1
32,0,M,0,Male,0,0,1
36,0,F,1,Male,4,1,1
26,1,F,1,Male,10,1,0
27,0,M,0,Male,0,0,1
61,0,M,0,Female,1,-1,1
58,1,F,0,Male,1,0,1
21,0,F,1,Male,1,1,0
33,1,F,0,Female,3,1,1
47,1,F,1,Female,7,0,0
31,1,M,1,Male,8,3,0
37,1,M,0,Male,3,2,1
20,1,F,1,Male,0,0,1
22,0,M,1,Female,3,1,0
61,0,M,0,Male,1,0,1
27,0,M,1,Male,6,1,0
22,1,F,1,Male,1,1,1
59,0,F,0,Female,2,29,1
38,0,F,1,Male,0,1,1
44,0,M,0,Male,1,0,1
29,1,F,0,Male,2,0,1
40,1,F,0,Female,4,5,1
65,0,M,0,Female,0,1,1
38,1,F,1,Female,3,0,1
27,0,M,0,Male,0,1,1
51,0,M,0,Male,0,1,1
33,0,F,0,Female,2,14,1
21,0,M,0,Male,0,0,1
26,0,M,0,Male,7,68,1
22,0,F,1,Male,1,0,1
34,0,F,0,Male,4,1,1
37,0,F,1,Male,2,7,1
40,0,F,0,Male,0,1,1
43,0,F,1,Male,7,0,1
39,1,F,0,Male,17,35,1
37,1,F,1,Male,0,0,1
56,0,F,0,Female,1,1,1
20,1,F,0,Male,0,1,1
25,1,F,1,Male,3,2,1
27,1,F,1,Male,9,0,0
52,0,M,0,Male,0,0,1
27,1,M,1,Male,0,1,1
35,0,F,1,Male,7,1,1
24,0,M,1,Male,1,0,1
54,1,M,1,Male,4,78,1
22,1,F,1,Male,0,5,1
25,0,M,1,Male,0,0,1
41,0,F,1,Male,7,0,1
34,1,F,1,Male,5,0,1
42,0,F,1,Female,0,0,1
22,1,M,1,Male,1,4,1
34,0,M,1,Male,4,0,1
42,0,F,0,Male,0,0,1
34,0,F,0,Female,0,1,1
35,0,F,0,Female,3,0,1
38,0,M,1,Male,4,0,1
28,1,M,0,Male,1,-1,1
37,0,M,1,Male,17,45,0
47,1,M,0,Male,3,5,1
28,1,M,1,Male,0,0,1
22,1,F,1,Male,1,38,0
39,0,F,0,Male,1,0,1
32,0,F,0,Male,1,2,1
32,1,F,0,Male,5,0,1
28,1,F,1,Male,7,77,1
55,0,F,0,Male,0,0,1
49,0,F,0,Male,0,0,1
28,1,F,1,Male,0,15,1
26,0,M,1,Male,1,32,1
26,0,F,0,Male,0,0,1
28,1,M,0,Female,0,0,1
51,0,M,1,Male,8,25,1
26,1,F,1,Male,1,0,1
20,1,F,0,Male,1,15,0
65,1,M,1,Male,2,5,1
35,0,F,0,Male,5,0,1
24,1,F,1,Male,2,1,1
24,0,F,0,Male,2,91,0
25,1,F,1,Male,3,0,0
22,0,F,0,Male,0,1,0
44,1,F,1,Male,14,1,0
30,1,F,1,Male,20,317,0
33,1,F,1,Male,13,0,1
26,1,F,0,Male,7,1,1
30,1,F,0,Female,9,4,1
21,0,F,1,Female,2,79,0
28,1,M,1,Male,3,-1,1
26,0,F,0,Male,0,1,1
22,1,F,0,Male,3,1,0
24,0,M,0,Female,1,0,1
33,1,F,1,Male,3,11,1
30,0,F,1,Male,11,117,0
23,0,F,1,Male,0,3,1
25,1,M,1,Male,2,0,1
28,1,F,0,Female,0,0,1
52,0,F,1,Female,0,0,1
52,1,M,1,Male,6,1,1
33,0,M,0,Female,0,0,1
23,0,M,1,Female,1,-1,1
52,0,M,1,Male,1,9,1
31,1,F,0,Male,3,1,1
22,1,F,0,Male,2,31,1
23,1,F,1,Male,0,0,1
26,1,M,1,Male,24,85,0
33,0,F,0,Male,1,20,1
34,0,M,0,Female,0,1,1
26,0,F,0,Female,0,0,1
22,1,F,1,Male,3,1,1
22,1,F,1,Male,3,26,0
21,0,M,0,Male,0,1,1
26,1,F,1,Male,13,-1,0
24,0,M,1,Male,0,0,1
36,0,M,0,Male,1,0,1
21,1,F,0,Male,1,48,1
26,1,M,0,Male,9,1,1
25,0,M,1,Male,5,1,0
34,0,F,0,Male,1,2,1
20,0,F,1,Female,0,1,1
29,0,M,1,Male,1,0,1
30,0,F,0,Female,4,29,1
22,0,M,0,Female,2,0,1
31,0,F,0,Male,1,0,1
52,1,M,0,Male,4,1,1
25,0,F,0,Female,0,0,1
24,0,M,1,Male,12,17,0
60,0,M,0,Male,0,1,1
22,0,M,0,Male,0,1,1
46,0,F,1,Male,0,0,1
42,0,F,1,Male,8,1,1
43,1,F,1,Male,0,1,1
28,1,F,0,Male,5,20,1
24,0,F,1,Female,3,0,0
40,0,F,1,Male,0,1,1
52,0,M,0,Male,2,3,1
49,1,F,1,Male,10,9,1
23,1,F,1,Male,1,1,1
23,1,F,1,Male,0,14,0
30,1,F,0,Male,22,3,1
48,1,M,0,Male,1,0,1
51,0,M,0,Female,0,0,1
37,0,M,0,Male,0,0,1
50,0,F,0,Male,0,2,1
37,0,M,1,Female,0,5,1
56,1,F,1,Male,22,71,0
21,1,F,1,Male,3,-1,1
29,1,F,1,Male,16,33,0
31,1,F,1,Male,9,0,0
30,0,M,1,Female,0,0,1
23,1,M,1,Male,1,1,1
38,1,F,0,Male,0,0,1
25,0,F,0,Male,4,1,1
23,1,F,0,Male,7,9,1
37,1,M,1,Male,11,0,1
29,1,M,1,Male,0,1,0
47,0,F,0,Male,0,2,1
51,1,M,1,Male,1,0,1
34,0,F,0,Male,0,2,1
30,1,F,1,Male,9,1,1
37,0,M,1,Female,0,0,1
47,0,F,0,Male,1,1,1
34,1,F,1,Male,9,17,0
27,1,F,1,Male,2,132,1
38,1,F,0,Female,0,1,1
32,0,F,0,Male,0,1,1
42,0,M,1,Female,2,34,1
27,0,M,0,Male,0,1,1
55,0,M,0,Female,0,0,1
46,0,M,0,Male,0,0,1
27,1,M,0,Male,0,4,1
67,0,M,0,Male,0,0,1
24,1,F,1,Male,3,1,1
21,1,M,0,Male,0,9,0
21,1,F,1,Male,0,1,0
39,1,F,0,Male,2,4,1
39,0,F,0,Male,3,2,1
27,1,M,1,Male,5,6,1
24,1,F,1,Male,0,0,1
45,1,F,0,Female,1,1,1
26,1,M,0,Male,0,1,1
61,0,M,1,Male,1,2,1
22,0,M,0,Male,0,0,1
26,1,F,0,Male,2,-1,1
46,0,F,0,Male,2,7,1
29,1,F,0,Male,7,0,0
32,0,M,1,Male,0,1,1
23,0,F,1,Female,0,2,1
26,0,F,1,Female,3,27,1
31,1,F,0,Male,4,29,0
33,1,F,0,Male,7,116,0
23,0,M,0,Male,0,1,0
30,0,F,1,Male,1,21,1
37,1,M,0,Male,4,1,1
66,0,M,0,Male,0,1,1
22,0,M,0,Female,0,2,1
22,0,F,0,Male,0,1,1
39,0,M,0,Female,0,0,1
41,1,M,0,Female,9,0,1
45,1,M,0,Male,4,4,1
39,1,M,1,Male,6,35,1
34,0,F,1,Male,1,23,1
38,1,F,1,Male,1,77,1
22,1,F,0,Male,0,0,1
46,0,F,1,Male,4,8,1
41,1,F,1,Female,8,65,0
20,0,F,0,Female,1,2,1
32,0,F,1,Male,0,-1,1
21,1,F,0,Male,0,-1,1
63,0,M,1,Male,0,0,1
22,1,F,1,Male,1,5,0
28,0,F,1,Female,3,16,1
38,1,F,0,Male,5,3,1
53,0,F,0,Male,2,0,1
30,1,F,1,Male,6,1,1
29,0,F,1,Female,5,1,1
32,0,F,0,Male,0,0,1
32,1,M,1,Male,1,21,1
21,1,M,0,Male,0,3,1
25,1,F,1,Male,5,0,0
38,1,F,0,Male,2,9,1
27,0,M,0,Male,5,2,1
34,0,F,0,Male,1,51,1
26,1,F,1,Male,1,57,0
46,0,F,0,Male,3,14,1
22,0,M,1,Male,0,0,1
31,0,M,1,Male,0,0,1
61,0,F,0,Male,10,22,1
51,1,F,0,Male,6,2,1
34,1,F,1,Male,11,0,0
32,1,F,1,Male,19,14,0
48,0,F,0,Male,0,33,1
37,0,M,0,Female,0,0,1
23,1,F,0,Male,3,244,1
46,0,F,0,Male,1,1,1
22,0,F,0,Female,1,0,1
50,1,M,0,Female,30,3,1
48,1,F,1,Male,3,1,1
35,1,M,1,Male,0,1,0
29,0,M,0,Male,1,43,1
25,0,F,1,Male,0,1,1
53,0,F,1,Male,5,297,1
23,0,F,1,Male,3,1,1
25,1,F,1,Male,8,0,0
26,1,F,1,Female,1,1,1
30,0,M,1,Female,0,1,1
22,0,F,0,Male,0,0,1
27,0,M,1,Male,0,1,1
52,1,F,0,Male,4,7,1
21,1,F,0,Male,3,127,0
21,0,M,0,Male,3,5,1
61,0,M,0,Male,0,2,1
21,0,F,1,Male,0,0,1
30,1,F,0,Male,1,-1,1
39,0,M,1,Male,10,40,0
23,1,F,1,Male,6,8,0
25,1,M,1,Male,11,29,0
20,1,F,1,Male,2,16,1
33,1,F,1,Male,0,0,1
31,0,F,1,Female,14,1,0
22,1,M,1,Male,0,0,1
30,1,F,0,Male,13,33,0
31,1,F,1,Male,13,1,0
26,1,F,1,Male,20,43,0
33,0,M,0,Male,0,0,1
26,1,F,1,Male,18,197,0
33,0,F,1,Male,8,2,1
22,1,M,0,Male,2,24,1
28,1,F,1,Male,7,1,1
32,0,F,1,Male,1,0,1
25,1,M,0,Male,0,1,1
28,0,F,0,Male,2,0,1
57,0,F,0,Male,0,4,1
35,0,M,1,Male,2,1,1
33,1,F,0,Male,7,0,0
42,0,F,1,Female,1,0,1
63,1,M,0,Male,0,3,1
35,0,M,1,Male,8,8,1
24,0,F,0,Female,0,1,0
52,0,M,0,Male,3,0,1
43,0,F,0,Male,2,0,1
28,1,F,1,Male,4,2,1
23,1,F,1,Male,8,255,0
27,1,F,0,Male,6,1,1
43,0,M,0,Male,1,1,1
30,1,F,1,Male,5,1,1
23,1,F,0,Male,3,9,1
31,1,F,0,Male,5,0,1
32,0,F,1,Male,1,0,1
58,0,M,1,Female,3,18,1
23,0,M,0,Female,2,1,1
27,1,F,0,Female,0,2,1
30,1,F,1,Male,9,50,0
39,1,F,0,Male,9,1,1
24,0,M,0,Male,3,1,1
25,0,F,0,Male,0,1,1
24,1,F,0,Male,1,3,1
63,0,F,1,Male,1,1,1
38,1,F,1,Male,9,13,0
29,1,F,1,Male,10,29,0
38,1,M,0,Female,1,1,1
22,0,M,1,Male,4,0,1
20,1,F,0,Male,0,3,1
29,1,M,1,Male,1,99,1
68,0,M,0,Male,0,0,1
26,0,M,1,Female,0,0,1
32,0,M,0,Male,0,1,1
24,1,M,1,Male,2,12,1
27,1,F,0,Male,2,0,1
52,1,F,1,Male,7,117,0
25,0,F,0,Male,2,0,1
50,0,F,1,Male,5,31,1
25,0,F,1,Male,5,36,1
20,1,F,1,Male,0,0,0
26,1,F,1,Male,5,0,1
36,1,F,1,Male,9,0,1
36,0,M,1,Female,1,0,1
29,1,F,0,Female,1,13,1
54,0,M,0,Male,0,-1,1
62,0,M,0,Male,3,0,1
31,1,M,1,Male,12,40,0
32,0,M,0,Female,1,10,1
47,1,F,1,Male,3,11,1
37,1,M,1,Male,3,0,1
23,0,M,1,Female,1,0,1
21,1,M,1,Female,1,1,1
28,1,F,0,Female,0,0,1
52,0,F,0,Male,0,1,1
23,0,F,1,Male,0,1,1
23,0,M,1,Female,0,1,1
51,1,F,1,Male,0,2,1
52,0,M,0,Male,2,1,1
38,0,F,0,Male,17,180,0
31,0,F,0,Male,0,80,0
31,1,F,1,Female,2,0,1
26,1,F,0,Male,7,0,0
31,0,F,0,Male,5,3,1
26,1,F,1,Female,6,3,1
48,0,F,0,Female,0,1,1
33,0,F,1,Female,1,0,1
20,1,M,1,Male,1,0,0
46,0,F,0,Female,1,29,1
24,0,F,1,Male,0,0,1
52,0,F,1,Female,3,0,1
41,1,F,1,Male,8,2,1
25,1,F,0,Male,2,0,1
42,0,M,0,Male,0,0,1
36,0,M,1,Male,0,1,1
38,1,M,1,Male,0,749,0
40,0,M,0,Male,2,1,1
25,1,F,1,Male,4,31,1
36,1,M,1,Male,0,0,1
25,1,F,1,Male,21,117,0
30,1,M,1,Female,7,0,1
37,0,M,1,Male,2,0,1
23,1,F,1,Male,1,1,1
49,0,F,1,Female,1,0,1
25,1,M,1,Male,0,4,1
43,0,F,1,Male,5,0,0
50,1,F,0,Male,5,3,1
35,0,F,1,Male,0,0,1
29,1,M,1,Male,3,1,1
28,1,F,1,Male,5,170,1
58,0,F,0,Male,1,0,1
35,0,M,0,Male,2,0,1
26,0,M,0,Male,5,5,1
35,0,F,0,Male,1,0,1
46,0,M,0,Male,0,0,1
36,1,F,0,Male,1,2,1
57,1,F,1,Male,0,0,1
31,0,F,1,Male,6,41,1
24,0,F,0,Male,1,0,1
43,1,M,0,Male,1,0,1
27,1,M,0,Female,0,-1,1
56,0,F,1,Male,0,5,1
27,0,M,1,Male,0,1,1
31,0,F,0,Male,0,-1,1
22,1,F,1,Male,11,0,0
32,1,F,1,Male,14,1,0
27,0,F,0,Male,6,1,1
31,1,F,1,Male,5,11,1
27,0,M,1,Male,0,1,1
26,1,F,0,Male,3,1,1
28,1,F,0,Female,3,0,1
27,1,F,0,Male,0,0,1
49,0,F,1,Male,4,1,1
20,1,F,1,Male,1,1,0
55,1,F,0,Male,1,33,1
30,0,M,1,Male,1,0,1
26,0,M,1,Male,0,0,1
40,0,F,1,Male,15,54,0
50,1,F,0,Male,5,11,1
29,1,F,0,Male,0,0,1
32,0,M,0,Male,0,0,1
37,1,M,1,Male,22,1,0
32,0,M,1,Male,1,115,0
50,1,M,0,Male,2,0,1
62,0,F,0,Male,0,3,1
26,1,F,0,Male,10,1,1
27,0,F,1,Male,10,0,1
24,0,F,1,Male,0,1,0
25,0,M,1,Male,6,0,1
60,0,F,1,Male,0,2,1
28,0,F,0,Male,5,0,1
21,1,F,0,Male,0,1,1
24,0,F,0,Male,5,1,1
31,1,F,0,Female,2,1,1
29,1,F,0,Female,0,343,1
33,1,M,0,Male,0,23,1
21,1,F,0,Male,2,77,1
43,1,M,1,Male,0,1,1
25,1,F,1,Female,4,0,1
30,0,M,0,Male,2,6,0
50,1,M,0,Male,0,14,1
27,0,F,1,Male,1,1,1
83,0,M,0,Male,0,0,1
51,0,M,1,Male,0,1,1
47,1,F,1,Male,4,0,1
45,1,M,0,Male,8,71,1
22,1,F,1,Male,1,4,0
29,0,F,1,Male,7,1,1
20,1,F,1,Male,0,0,1
29,1,F,0,Male,9,1,0
37,0,M,1,Male,3,1,1
50,0,M,0,Male,1,0,1
57,1,F,1,Male,23,30,0
67,1,M,0,Male,2,0,1
54,1,M,1,Male,0,0,1
35,0,F,0,Male,13,4,1
30,1,M,0,Male,1,1,1
40,0,F,1,Male,2,1,1
21,0,F,1,Female,2,1,0
37,0,M,0,Male,2,12,1
37,1,F,1,Male,2,0,1
43,0,F,0,Male,9,0,1
45,1,M,0,Male,3,92,1
34,1,M,1,Male,0,29,1
39,0,F,1,Male,4,118,0
20,1,F,1,Male,1,1,1
33,0,F,0,Male,0,1,1
52,0,M,0,Male,0,0,1
23,1,M,1,Male,1,27,1
21,1,F,1,Female,0,1,0
34,1,F,1,Male,16,1,0
27,0,F,0,Male,0,4,1
54,0,F,0,Male,0,2,1
22,0,F,1,Male,0,0,0
42,0,F,0,Male,0,1,1
39,0,F,0,Female,1,106,1
25,1,F,1,Male,1,0,1
21,0,M,1,Female,0,0,1
31,1,M,0,Male,3,0,1
38,0,M,0,Male,0,0,1
23,0,F,0,Male,0,0,1
50,1,F,0,Male,9,424,1
27,0,F,1,Male,2,3,1
47,1,F,1,Male,7,57,1
26,0,M,0,Male,0,1,1
31,1,F,0,Male,9,116,0
42,0,F,0,Male,8,1,1
32,1,F,0,Male,1,0,1
59,1,M,0,Male,0,0,1
22,1,F,0,Male,1,36,1
21,0,F,1,Male,1,13,0
57,0,M,0,Male,1,1,1
31,0,F,0,Male,0,2,1
37,1,M,0,Female,0,1,1
33,1,M,1,Male,1,1,1
59,0,M,0,Male,0,1,1
23,0,F,0,Male,0,45,1
23,0,F,1,Male,1,2,1
21,1,F,0,Male,3,0,1
22,1,M,0,Male,4,2,0
37,0,F,1,Male,14,1,0
46,0,M,1,Male,12,2,1
24,0,F,1,Male,1,33,1
26,1,F,1,Male,5,22,1
41,1,F,0,Male,1,1,1
30,1,F,1,Male,10,0,1
25,0,M,0,Male,0,3,1
35,0,M,0,Male,0,1,1
43,1,M,1,Male,3,1,1
20,0,M,1,Male,0,1,1
72,0,F,0,Male,7,-1,1
45,0,M,1,Male,0,0,1
27,1,F,1,Male,6,0,1
41,0,M,0,Male,0,0,1
37,1,F,1,Male,17,1,0
23,1,F,0,Male,2,0,0
33,0,M,1,Female,3,2,1
21,1,F,1,Male,0,7,0
25,1,F,0,Male,3,19,1
27,1,F,0,Male,2,0,1
45,0,F,0,Male,8,1,1
25,0,F,1,Male,0,0,1
41,0,F,1,Male,13,2,1
30,1,M,1,Male,0,0,1
27,0,M,0,Female,0,0,1
51,1,M,0,Female,5,20,1
27,0,F,1,Male,3,12,1
24,0,F,0,Male,6,7,0
22,0,F,1,Male,0,1,1
28,1,M,1,Male,6,1,0
55,0,F,0,Male,0,0,1
43,1,F,1,Male,7,1,1
27,0,F,0,Male,8,68,1
58,0,M,0,Male,8,1,1
24,0,F,1,Male,0,1,0
29,1,F,0,Male,7,1,0
27,1,F,1,Male,4,0,1
66,0,F,0,Male,0,1,1
31,1,F,1,Male,2,-1,1
37,1,F,0,Male,2,1,1
37,1,F,1,Male,26,1,0
34,1,F,0,Male,4,31,1
25,0,F,1,Female,5,0,1
41,0,F,0,Female,2,15,1
45,0,F,0,Male,0,37,1
23,0,M,0,Male,2,45,1
26,0,F,1,Male,2,8,1
25,1,F,1,Male,1,0,1
30,1,F,1,Male,1,132,1
42,0,M,0,Male,0,-1,1
32,1,F,1,Male,4,1,1
29,1,F,1,Male,9,1,1
21,0,F,1,Male,0,0,1
36,1,F,1,Male,14,173,1
22,1,F,1,Male,0,0,1
25,0,F,1,Male,0,0,1
44,0,M,1,Male,1,0,1
32,1,F,1,Male,2,1,1
56,0,M,0,Male,0,1,1
21,1,F,1,Male,1,0,1
50,1,F,1,Male,12,1,1
32,1,F,0,Male,0,0,1
44,0,F,1,Male,2,2,1
28,1,F,1,Male,14,0,1
43,1,F,1,Male,4,1,1
30,0,F,0,Female,1,1,1
44,1,M,1,Male,8,9,0
38,1,F,0,Male,2,47,1
63,0,M,0,Male,5,4,1
33,0,M,1,Female,0,1,1
27,0,F,0,Male,5,0,1
22,0,F,1,Male,2,13,1
29,0,F,0,Male,0,89,0
24,1,F,1,Male,3,0,0
32,0,F,0,Male,4,-1,1
53,0,F,0,Male,1,6,1
23,0,M,0,Female,2,0,1
38,0,F,0,Male,1,0,1
20,1,F,1,Male,4,376,0
